"clutchID","eggID","code_name","first.photo","size_01","repeatability.photo","size_02","weight_wk3","weight_wk4","weight_wk5","weight_wk6","X","X.1","hatch_date","weighday_1","weight_1","weighday_2","weight_2","weighday_3","weight3","weighday_4","weight4","weighday_5","weight_5","pupal_treatment"
"A.M.35","AM35.05",919,1,0.206,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.35","AM35.06",682,1,0.208,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.35","AM35.07",748,1,0.196,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.35","AM35.08",655,1,0.198,"1",0.199,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.35","AM35.09",913,1,0.222,"1",0.229,NA,NA,NA,NA,NA,"",2026-04-03,2026-04-21,"",NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.35","AM35.10",845,1,0.259,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.36","AM36.01",823,1,0.204,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.36","AM36.02",144,1,0.207,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.36","AM36.03",194,1,0.194,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.36","AM36.04",104,1,0.225,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.36","AM36.05",510,1,0.208,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.36","AM36.06",843,1,0.209,"",NA,NA,NA,NA,NA,NA,"",2026-04-01,2026-04-19,"",NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.36","AM36.07",824,1,0.187,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.36","AM36.08",798,1,0.226,"this egg is also very big…",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.36","AM36.09",994,1,0.209,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.36","AM36.10",272,1,0.231,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.37","AM37.01",468,1,0.194,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.37","AM37.02",387,1,0.193,"",NA,NA,NA,NA,NA,NA,"",2026-04-03,2026-04-21,"",NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.37","AM37.03",326,1,0.181,"",NA,NA,NA,NA,NA,NA,"",2026-04-03,2026-04-21,"",NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.37","AM37.04",293,1,0.191,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.37","AM37.05",724,1,0.18,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.37","AM37.06",665,1,0.189,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.37","AM37.07",190,1,0.2,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.37","AM37.08",424,1,0.186,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.37","AM37.09",984,1,0.196,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.37","AM37.10",924,1,0.208,"",NA,NA,NA,NA,NA,NA,"",2026-04-03,2026-04-21,"",NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.395","AM395.01",184,1,0.199,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.395","AM395.02",251,1,0.194,"1",0.21,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.395","AM395.03",319,1,0.212,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.395","AM395.04",361,1,0.194,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.395","AM395.05",255,1,0.2,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.395","AM395.06",806,1,0.206,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.395","AM395.07",143,1,0.204,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.395","AM395.08",432,1,0.219,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.395","AM395.09",453,1,0.223,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"A.M.395","AM395.10",528,1,0.207,"1",0.206,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mean"
"C.A.22","CA22.01",532,1,0.234,"",NA,NA,NA,NA,NA,NA,"",2026-03-26,2026-04-13,"",NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
"C.A.22","CA22.02",837,1,0.23,"",NA,NA,NA,NA,NA,NA,"",2026-04-01,2026-04-19,"",NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
"C.A.22","CA22.03",596,1,0.23,"",NA,NA,NA,NA,NA,NA,"",2026-03-24,2026-04-11,"",NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
"C.A.22","CA22.04",690,1,0.212,"",NA,NA,NA,NA,NA,NA,"",2026-03-18,2026-04-05,"i think it is dead 30/03/2026",NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
"C.A.22","CA22.05",133,1,0.22,"",NA,NA,NA,NA,NA,NA,"",2026-03-24,2026-04-11,"",NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
"C.A.22","CA22.06",903,1,0.225,"1",0.229,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
"C.A.22","CA22.07",122,1,0.224,"",NA,NA,NA,NA,NA,NA,"",2026-03-22,2026-04-09,"",NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
"C.A.22","CA22.08",658,1,0.213,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
"C.A.22","CA22.09",156,1,0.256,"",NA,NA,NA,NA,NA,NA,"",2026-03-18,2026-04-05,"",NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
"C.A.22","CA22.09",156,1,0.256,"",NA,NA,NA,NA,NA,NA,"",2026-03-26,2026-04-13,"",NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
"C.A.22","CA22.10",166,1,0.23,"1",0.221,NA,NA,NA,NA,NA,"",2026-04-03,2026-04-21,"",NA,NA,NA,NA,NA,NA,NA,NA,"ambient"
