clutch_code,egg_number,label,area,length,max width,volume,ellipse deviation,surface area,left R^2,right R^2,mean_volume,
5236,10,Egg_Measurement.txt,4.42E+04,6.45E-01,3.73E-01,4.66E-02,1.93E-04,6.58E-01,9.60E-01,9.06E-01,6.08E-02,
5468,1,Egg_Measurement.txt,5.49E+04,6.67E-01,4.59E-01,7.19E-02,6.28E-04,8.59E-01,9.54E-01,9.80E-01,,
5468,2,Egg_Measurement.txt,5.25E+04,6.51E-01,4.36E-01,6.50E-02,3.45E-04,8.05E-01,9.89E-01,9.98E-01,,
5468,3,Egg_Measurement.txt,5.32E+04,6.59E-01,4.36E-01,6.49E-02,3.22E-04,8.05E-01,9.87E-01,9.98E-01,,
5468,4,Egg_Measurement.txt,4.57E+04,6.21E-01,3.99E-01,5.04E-02,6.01E-04,6.84E-01,9.81E-01,9.60E-01,,
5468,5,Egg_Measurement.txt,5.02E+04,6.34E-01,4.34E-01,6.16E-02,4.42E-04,7.75E-01,9.82E-01,9.71E-01,,
5468,6,Egg_Measurement.txt,5.38E+04,6.46E-01,4.50E-01,6.86E-02,1.46E-04,8.29E-01,9.91E-01,9.84E-01,,
5468,7,Egg_Measurement.txt,5.20E+04,6.47E-01,4.39E-01,6.47E-02,3.26E-04,8.00E-01,9.70E-01,9.85E-01,,
5468,8,Egg_Measurement.txt,5.08E+04,6.57E-01,4.21E-01,6.05E-02,2.76E-04,7.71E-01,9.68E-01,9.85E-01,,
5468,9,Egg_Measurement.txt,4.96E+04,6.31E-01,4.26E-01,6.04E-02,1.23E-04,7.64E-01,9.77E-01,9.49E-01,,
5468,10,Egg_Measurement.txt,4.44E+04,6.39E-01,3.71E-01,4.56E-02,2.79E-04,6.49E-01,9.06E-01,9.60E-01,6.14E-02,
5760,1,Egg_Measurement.txt,4.86E+04,6.44E-01,5.11E-01,8.63E-02,3.19E-04,9.54E-01,9.95E-01,9.50E-01,,
5760,2,Egg_Measurement.txt,3.87E+04,6.33E-01,4.14E-01,5.56E-02,5.29E-04,7.28E-01,9.57E-01,9.59E-01,,
5760,3,Egg_Measurement.txt,3.93E+04,6.20E-01,4.20E-01,5.63E-02,4.80E-04,7.30E-01,9.60E-01,9.84E-01,,
5760,4,Egg_Measurement.txt,4.34E+04,6.70E-01,4.43E-01,6.62E-02,1.46E-04,8.14E-01,9.91E-01,9.86E-01,,
5760,5,Egg_Measurement.txt,3.77E+04,6.38E-01,3.81E-01,4.88E-02,2.97E-06,6.74E-01,9.82E-01,9.80E-01,,
5760,6,Egg_Measurement.txt,4.00E+04,5.57E-01,4.60E-01,6.06E-02,1.26E-04,7.51E-01,9.96E-01,9.98E-01,,
5760,7,Egg_Measurement.txt,4.41E+04,6.32E-01,4.61E-01,6.57E-02,2.32E-04,8.00E-01,9.98E-01,9.96E-01,,
5760,8,Egg_Measurement.txt,4.17E+04,6.04E-01,4.49E-01,6.28E-02,4.22E-04,7.77E-01,9.92E-01,9.56E-01,,
5760,9,Egg_Measurement.txt,4.12E+04,5.81E-01,4.61E-01,6.31E-02,8.48E-04,7.77E-01,9.83E-01,9.99E-01,,
5760,10,Egg_Measurement.txt,4.27E+04,6.51E-01,4.23E-01,6.01E-02,3.07E-04,7.66E-01,9.84E-01,9.92E-01,6.26E-02,
6106,1,Egg_Measurement.txt,3.31E+04,6.33E-01,4.16E-01,5.69E-02,2.51E-04,7.38E-01,9.83E-01,9.80E-01,,
6106,2,Egg_Measurement.txt,3.38E+04,6.55E-01,4.15E-01,5.80E-02,3.81E-04,7.52E-01,9.89E-01,9.89E-01,,
6106,3,Egg_Measurement.txt,3.51E+04,6.42E-01,4.32E-01,6.27E-02,1.59E-04,7.84E-01,9.81E-01,9.88E-01,,
6106,4,Egg_Measurement.txt,3.25E+04,6.41E-01,4.01E-01,5.40E-02,3.42E-05,7.16E-01,9.79E-01,9.74E-01,,
6106,5,Egg_Measurement.txt,3.19E+04,6.39E-01,4.04E-01,5.38E-02,2.79E-04,7.14E-01,9.64E-01,9.87E-01,,
6106,6,Egg_Measurement.txt,3.33E+04,6.35E-01,4.18E-01,5.79E-02,9.83E-05,7.46E-01,9.71E-01,9.93E-01,,
6106,7,Egg_Measurement.txt,3.30E+04,6.52E-01,4.09E-01,5.61E-02,3.35E-04,7.36E-01,9.94E-01,9.86E-01,,
6106,8,Egg_Measurement.txt,3.12E+04,6.16E-01,4.04E-01,5.12E-02,6.95E-04,6.89E-01,9.63E-01,9.73E-01,,
6106,9,Egg_Measurement.txt,3.14E+04,6.18E-01,4.04E-01,5.20E-02,3.30E-04,6.95E-01,9.99E-01,9.85E-01,,
6106,10,Egg_Measurement.txt,3.23E+04,6.28E-01,4.10E-01,5.52E-02,1.81E-04,7.23E-01,9.84E-01,9.58E-01,5.58E-02,
7169,1,Egg_Measurement.txt,4.08E+04,6.90E-01,3.86E-01,5.33E-02,4.66E-04,7.25E-01,9.89E-01,9.87E-01,,
7169,2,Egg_Measurement.txt,4.01E+04,6.42E-01,3.96E-01,5.24E-02,1.81E-04,7.04E-01,9.77E-01,9.69E-01,,
7169,3,Egg_Measurement.txt,4.12E+04,6.34E-01,4.01E-01,5.32E-02,3.83E-04,7.10E-01,9.83E-01,9.86E-01,5.30E-02,
7215,1,Egg_Measurement.txt,1.44E+04,6.42E-01,4.50E-01,6.76E-02,2.89E-04,8.21E-01,9.62E-01,9.90E-01,,
7215,2,Egg_Measurement.txt,1.40E+04,6.27E-01,4.55E-01,6.64E-02,2.31E-04,8.07E-01,9.95E-01,9.63E-01,,
7215,3,Egg_Measurement.txt,1.36E+04,6.63E-01,4.18E-01,5.95E-02,5.04E-04,7.66E-01,9.76E-01,9.65E-01,,
7215,4,Egg_Measurement.txt,1.28E+04,5.80E-01,4.32E-01,5.67E-02,1.14E-04,7.25E-01,9.89E-01,9.93E-01,,
7215,5,Egg_Measurement.txt,1.01E+04,5.01E-01,3.99E-01,4.18E-02,2.86E-05,5.88E-01,9.92E-01,9.96E-01,,
7215,6,Egg_Measurement.txt,1.31E+04,6.74E-01,3.91E-01,5.33E-02,2.82E-04,7.19E-01,9.44E-01,9.32E-01,,
7215,7,Egg_Measurement.txt,1.29E+04,6.58E-01,3.91E-01,5.24E-02,8.12E-05,7.08E-01,9.66E-01,9.28E-01,,
7215,8,Egg_Measurement.txt,1.32E+04,6.34E-01,4.10E-01,5.53E-02,2.17E-04,7.25E-01,9.94E-01,9.97E-01,,
7215,9,Egg_Measurement.txt,1.28E+04,6.08E-01,4.17E-01,5.47E-02,1.16E-04,7.14E-01,9.97E-01,9.98E-01,,
7215,10,Egg_Measurement.txt,1.34E+04,6.28E-01,4.18E-01,5.72E-02,1.89E-04,7.39E-01,9.56E-01,9.92E-01,5.65E-02,
7745,1,Egg_Measurement.txt,5.74E+04,6.75E-01,4.02E-01,5.45E-02,9.92E-04,7.31E-01,9.82E-01,9.88E-01,,
7745,2,Egg_Measurement.txt,5.75E+04,6.86E-01,3.92E-01,5.27E-02,9.07E-04,7.19E-01,9.77E-01,9.79E-01,,
7745,3,Egg_Measurement.txt,5.73E+04,6.17E-01,4.19E-01,5.69E-02,1.48E-04,7.34E-01,9.83E-01,9.55E-01,,
7745,4,Egg_Measurement.txt,5.99E+04,6.65E-01,4.13E-01,5.94E-02,2.00E-04,7.66E-01,9.78E-01,9.59E-01,,
7745,5,Egg_Measurement.txt,5.59E+04,6.69E-01,3.82E-01,5.06E-02,2.16E-04,6.96E-01,9.52E-01,9.82E-01,,
7745,6,Egg_Measurement.txt,5.71E+04,6.59E-01,3.98E-01,5.47E-02,1.87E-04,7.27E-01,9.24E-01,9.86E-01,,
7745,7,Egg_Measurement.txt,5.70E+04,6.50E-01,4.08E-01,5.62E-02,2.78E-04,7.36E-01,9.90E-01,9.77E-01,,
7745,8,Egg_Measurement.txt,5.67E+04,6.56E-01,4.04E-01,5.51E-02,4.27E-04,7.30E-01,9.59E-01,9.76E-01,,
7745,9,Egg_Measurement.txt,5.64E+04,6.65E-01,4.03E-01,5.53E-02,7.76E-04,7.35E-01,9.92E-01,9.90E-01,,
7745,10,Egg_Measurement.txt,5.83E+04,6.66E-01,4.19E-01,5.99E-02,4.17E-04,7.69E-01,9.69E-01,9.46E-01,5.55E-02,
8066,1,Egg_Measurement.txt,5.40E+04,6.80E-01,4.29E-01,6.41E-02,5.06E-04,8.04E-01,9.91E-01,9.60E-01,,
8066,2,Egg_Measurement.txt,5.38E+04,6.86E-01,4.20E-01,6.20E-02,3.98E-04,7.90E-01,9.85E-01,9.87E-01,,
8066,3,Egg_Measurement.txt,5.95E+04,6.72E-01,4.70E-01,7.83E-02,4.46E-05,9.04E-01,9.84E-01,9.84E-01,,
8066,4,Egg_Measurement.txt,4.87E+04,6.56E-01,4.01E-01,5.48E-02,1.82E-04,7.26E-01,9.64E-01,9.43E-01,,
8066,5,Egg_Measurement.txt,5.08E+04,6.41E-01,4.22E-01,5.90E-02,2.36E-04,7.56E-01,9.82E-01,9.58E-01,,
8066,6,Egg_Measurement.txt,5.37E+04,6.78E-01,4.28E-01,6.46E-02,8.80E-05,8.07E-01,9.74E-01,9.89E-01,,
8066,7,Egg_Measurement.txt,5.22E+04,6.60E-01,4.22E-01,6.17E-02,9.55E-05,7.81E-01,9.46E-01,9.99E-01,,
8066,8,Egg_Measurement.txt,4.99E+04,6.51E-01,4.22E-01,5.97E-02,3.50E-04,7.63E-01,9.87E-01,9.92E-01,,
8066,9,Egg_Measurement.txt,6.73E+04,7.10E-01,5.16E-01,9.79E-02,2.44E-05,1.04E+00,9.99E-01,9.90E-01,,
8066,10,Egg_Measurement.txt,5.29E+04,6.57E-01,4.36E-01,6.52E-02,1.93E-04,8.06E-01,9.85E-01,9.89E-01,6.67E-02,
8988,1,Egg_Measurement.txt,4.20E+04,5.91E-01,3.84E-01,4.56E-02,8.84E-05,6.37E-01,9.97E-01,9.94E-01,,
8988,2,Egg_Measurement.txt,4.61E+04,6.56E-01,3.85E-01,4.97E-02,5.15E-04,6.87E-01,8.83E-01,9.79E-01,,
8988,3,Egg_Measurement.txt,5.19E+04,6.41E-01,4.35E-01,6.33E-02,4.16E-04,7.90E-01,9.88E-01,9.96E-01,,
8988,4,Egg_Measurement.txt,4.71E+04,6.08E-01,4.18E-01,5.57E-02,1.24E-04,7.23E-01,9.62E-01,9.90E-01,,
8988,5,Egg_Measurement.txt,4.48E+04,6.35E-01,3.80E-01,4.86E-02,1.50E-04,6.73E-01,9.33E-01,9.88E-01,,
8988,6,Egg_Measurement.txt,5.34E+04,6.31E-01,4.53E-01,6.73E-02,1.91E-04,8.16E-01,9.88E-01,9.82E-01,,
8988,7,Egg_Measurement.txt,5.16E+04,6.49E-01,4.36E-01,6.47E-02,5.87E-06,8.00E-01,9.91E-01,9.72E-01,,
8988,8,Egg_Measurement.txt,5.00E+04,6.16E-01,4.43E-01,6.26E-02,3.01E-04,7.78E-01,9.72E-01,9.93E-01,,
8988,9,Egg_Measurement.txt,4.58E+04,6.27E-01,3.87E-01,5.01E-02,2.71E-04,6.84E-01,9.82E-01,9.95E-01,,
8988,10,Egg_Measurement.txt,4.93E+04,6.09E-01,4.47E-01,6.11E-02,5.43E-04,7.64E-01,9.96E-01,9.86E-01,5.69E-02,
9156,1,Egg_Measurement.txt,6.93E+04,7.10E-01,4.57E-01,7.60E-02,5.15E-04,8.99E-01,9.47E-01,9.87E-01,,
9156,2,Egg_Measurement.txt,5.81E+04,6.48E-01,4.20E-01,5.96E-02,1.43E-04,7.62E-01,9.89E-01,9.94E-01,,
9156,3,Egg_Measurement.txt,5.83E+04,6.73E-01,4.04E-01,5.72E-02,3.47E-04,7.50E-01,9.68E-01,9.90E-01,,
9156,4,Egg_Measurement.txt,5.57E+04,6.28E-01,4.15E-01,5.57E-02,4.08E-04,7.27E-01,9.86E-01,9.87E-01,,
9156,5,Egg_Measurement.txt,6.02E+04,6.83E-01,4.18E-01,6.20E-02,2.12E-04,7.89E-01,9.94E-01,9.68E-01,,
9156,6,Egg_Measurement.txt,6.11E+04,6.87E-01,4.22E-01,6.38E-02,3.61E-04,8.04E-01,9.93E-01,9.63E-01,6.24E-02,
9357,1,Egg_Measurement.txt,5.33E+04,6.15E-01,4.02E-01,5.15E-02,4.55E-04,6.92E-01,9.84E-01,9.72E-01,,
9357,2,Egg_Measurement.txt,4.55E+04,6.03E-01,3.39E-01,3.75E-02,6.51E-05,5.71E-01,9.87E-01,9.81E-01,,
9357,3,Egg_Measurement.txt,4.88E+04,6.01E-01,3.69E-01,4.33E-02,2.00E-04,6.21E-01,9.90E-01,9.91E-01,,
9357,4,Egg_Measurement.txt,5.35E+04,6.28E-01,4.00E-01,5.25E-02,1.62E-06,7.01E-01,9.92E-01,9.90E-01,,
9357,5,Egg_Measurement.txt,6.20E+04,6.17E-01,4.59E-01,6.77E-02,5.41E-06,8.15E-01,9.96E-01,9.97E-01,,
9357,6,Egg_Measurement.txt,4.95E+04,6.11E-01,3.84E-01,4.70E-02,1.63E-04,6.53E-01,9.94E-01,9.85E-01,,
9357,7,Egg_Measurement.txt,5.31E+04,6.03E-01,4.08E-01,5.22E-02,3.19E-04,6.94E-01,9.86E-01,9.94E-01,,
9357,8,Egg_Measurement.txt,5.27E+04,5.76E-01,4.16E-01,5.33E-02,7.20E-05,6.97E-01,9.99E-01,9.97E-01,,
9357,9,Egg_Measurement.txt,5.55E+04,6.05E-01,4.26E-01,5.73E-02,1.31E-04,7.34E-01,9.75E-01,9.83E-01,,
9357,10,Egg_Measurement.txt,5.19E+04,6.28E-01,3.91E-01,5.01E-02,4.96E-05,6.82E-01,9.67E-01,9.65E-01,5.12E-02,
9717,1,Egg_Measurement.txt,2.65E+04,5.72E-01,4.43E-01,5.72E-02,9.77E-04,7.29E-01,9.72E-01,9.86E-01,,
9717,2,Egg_Measurement.txt,2.79E+04,6.25E-01,4.29E-01,5.78E-02,7.67E-04,7.42E-01,9.97E-01,9.67E-01,,
9717,3,Egg_Measurement.txt,2.93E+04,6.76E-01,4.26E-01,6.07E-02,1.12E-04,7.73E-01,9.93E-01,9.02E-01,,
9717,4,Egg_Measurement.txt,2.91E+04,6.64E-01,3.99E-01,5.37E-02,5.84E-04,7.21E-01,9.78E-01,9.44E-01,,
9717,5,Egg_Measurement.txt,2.71E+04,6.28E-01,3.73E-01,4.60E-02,1.38E-04,6.49E-01,9.89E-01,1.00E+00,,
9717,6,Egg_Measurement.txt,2.85E+04,6.12E-01,4.09E-01,5.20E-02,8.05E-04,6.96E-01,9.93E-01,9.99E-01,,
9717,7,Egg_Measurement.txt,2.75E+04,5.80E-01,4.05E-01,4.99E-02,2.20E-05,6.70E-01,9.87E-01,9.78E-01,,
9717,8,Egg_Measurement.txt,2.92E+04,6.49E-01,4.13E-01,5.77E-02,3.10E-05,7.47E-01,9.24E-01,9.88E-01,,
9717,9,Egg_Measurement.txt,2.47E+04,5.63E-01,3.82E-01,4.29E-02,2.08E-04,6.09E-01,9.93E-01,9.99E-01,,
9717,10,Egg_Measurement.txt,2.94E+04,6.31E-01,4.16E-01,5.71E-02,1.03E-04,7.38E-01,9.74E-01,9.73E-01,5.35E-02,
9779,1,Egg_Measurement.txt,1.27E+04,6.22E-01,4.12E-01,5.36E-02,7.24E-04,7.10E-01,9.69E-01,9.89E-01,,
9779,2,Egg_Measurement.txt,1.20E+04,6.05E-01,3.90E-01,4.72E-02,4.57E-04,6.54E-01,9.58E-01,9.88E-01,,
9779,3,Egg_Measurement.txt,1.16E+04,6.10E-01,3.73E-01,4.31E-02,5.90E-04,6.21E-01,9.91E-01,9.53E-01,,
9779,4,Egg_Measurement.txt,1.20E+04,6.14E-01,3.91E-01,4.77E-02,6.74E-04,6.61E-01,9.91E-01,9.62E-01,,
9779,5,Egg_Measurement.txt,1.21E+04,6.10E-01,3.96E-01,4.85E-02,7.35E-04,6.66E-01,9.95E-01,9.83E-01,,
9779,6,Egg_Measurement.txt,1.27E+04,6.15E-01,4.11E-01,5.28E-02,7.73E-04,7.02E-01,9.73E-01,9.51E-01,,
9779,7,Egg_Measurement.txt,1.23E+04,6.05E-01,3.92E-01,4.81E-02,3.91E-04,6.62E-01,9.87E-01,9.84E-01,,
9779,8,Egg_Measurement.txt,1.27E+04,5.93E-01,4.23E-01,5.50E-02,3.25E-04,7.14E-01,9.86E-01,9.77E-01,,
9779,9,Egg_Measurement.txt,1.29E+04,6.22E-01,4.10E-01,5.35E-02,5.33E-04,7.09E-01,9.97E-01,9.77E-01,,
9779,10,Egg_Measurement.txt,1.18E+04,5.99E-01,3.86E-01,4.66E-02,3.25E-04,6.48E-01,9.95E-01,9.89E-01,4.96E-02,
8788,1,Egg_Measurement.txt,1.30E+04,6.03E-01,4.21E-01,5.66E-02,9.44E-05,7.29E-01,9.88E-01,9.60E-01,,
8788,2,Egg_Measurement.txt,1.28E+04,6.30E-01,4.07E-01,5.51E-02,1.62E-04,7.23E-01,9.91E-01,9.84E-01,,
8788,3,Egg_Measurement.txt,1.20E+04,6.15E-01,3.86E-01,4.79E-02,2.87E-04,6.62E-01,9.55E-01,9.81E-01,,
8788,4,Egg_Measurement.txt,1.30E+04,6.12E-01,4.18E-01,5.54E-02,2.76E-04,7.21E-01,9.66E-01,9.79E-01,,
8788,5,Egg_Measurement.txt,1.29E+04,6.16E-01,4.15E-01,5.49E-02,4.17E-04,7.19E-01,9.84E-01,9.42E-01,,
8788,6,Egg_Measurement.txt,1.31E+04,6.21E-01,4.14E-01,5.55E-02,1.65E-04,7.23E-01,9.70E-01,9.72E-01,,
8788,7,Egg_Measurement.txt,1.28E+04,6.25E-01,4.12E-01,5.40E-02,7.13E-04,7.14E-01,9.55E-01,9.65E-01,,
8788,8,Egg_Measurement.txt,1.28E+04,6.12E-01,4.11E-01,5.30E-02,4.83E-04,7.02E-01,9.93E-01,9.61E-01,,
8788,9,Egg_Measurement.txt,1.31E+04,6.22E-01,4.12E-01,5.47E-02,3.57E-04,7.18E-01,9.38E-01,9.81E-01,,
8788,10,Egg_Measurement.txt,1.33E+04,6.37E-01,4.10E-01,5.57E-02,1.93E-04,7.29E-01,9.58E-01,9.79E-01,5.43E-02,
3979,1,Egg_Measurement.txt,4.20E+04,6.54E-01,4.11E-01,5.82E-02,6.78E-05,7.53E-01,9.88E-01,9.41E-01,,
3979,2,Egg_Measurement.txt,4.38E+04,6.47E-01,4.41E-01,6.51E-02,3.18E-04,8.03E-01,9.91E-01,9.88E-01,,
3979,3,Egg_Measurement.txt,4.13E+04,6.51E-01,4.17E-01,5.78E-02,4.59E-04,7.48E-01,9.80E-01,9.95E-01,6.04E-02,
3985,1,Egg_Measurement.txt,2.52E+04,5.75E-01,4.21E-01,5.24E-02,1.59E-04,6.89E-01,9.87E-01,9.82E-01,,
3985,2,Egg_Measurement.txt,2.73E+04,6.25E-01,4.18E-01,5.59E-02,5.70E-04,7.28E-01,9.83E-01,9.98E-01,,
3985,3,Egg_Measurement.txt,2.56E+04,6.15E-01,3.84E-01,4.65E-02,4.60E-04,6.51E-01,9.73E-01,9.76E-01,,
3985,4,Egg_Measurement.txt,2.83E+04,6.29E-01,4.14E-01,5.49E-02,7.27E-04,7.22E-01,9.76E-01,9.65E-01,,
3985,5,Egg_Measurement.txt,2.74E+04,6.17E-01,4.16E-01,5.41E-02,6.31E-04,7.12E-01,9.84E-01,9.93E-01,,
3985,6,Egg_Measurement.txt,2.75E+04,6.10E-01,4.33E-01,5.92E-02,3.78E-04,7.51E-01,9.85E-01,9.65E-01,,
3985,7,Egg_Measurement.txt,3.00E+04,6.36E-01,4.41E-01,6.24E-02,7.48E-04,7.80E-01,9.93E-01,9.97E-01,,
3985,8,Egg_Measurement.txt,2.76E+04,6.13E-01,4.10E-01,5.53E-02,7.87E-05,7.22E-01,9.98E-01,9.98E-01,,
3985,9,Egg_Measurement.txt,2.64E+04,5.85E-01,3.99E-01,4.76E-02,6.08E-04,6.53E-01,9.73E-01,9.73E-01,,
3985,10,Egg_Measurement.txt,2.74E+04,5.97E-01,4.13E-01,5.41E-02,7.65E-05,7.08E-01,9.95E-01,9.87E-01,5.42E-02,"don’t use for repeatability, eggs measured in wrong order"
3906,1,Egg_Measurement.txt,6.81E+04,7.06E-01,4.41E-01,7.08E-02,4.74E-04,8.61E-01,9.67E-01,9.81E-01,,"don’t use for repeatability, eggs measured in wrong order"
3906,2,Egg_Measurement.txt,5.73E+04,6.82E-01,3.90E-01,5.34E-02,3.14E-04,7.22E-01,9.91E-01,9.62E-01,,"don’t use for repeatability, eggs measured in wrong order"
3906,3,Egg_Measurement.txt,5.70E+04,6.91E-01,3.78E-01,5.10E-02,2.26E-04,7.06E-01,8.95E-01,9.83E-01,,"don’t use for repeatability, eggs measured in wrong order"
3906,4,Egg_Measurement.txt,7.05E+04,6.92E-01,4.58E-01,7.65E-02,6.98E-05,8.97E-01,9.92E-01,9.91E-01,,"don’t use for repeatability, eggs measured in wrong order"
3906,5,Egg_Measurement.txt,6.75E+04,7.05E-01,4.46E-01,7.24E-02,2.91E-04,8.71E-01,9.91E-01,9.98E-01,,"don’t use for repeatability, eggs measured in wrong order"
3906,6,Egg_Measurement.txt,5.74E+04,7.01E-01,3.78E-01,5.19E-02,3.33E-04,7.16E-01,9.61E-01,9.79E-01,,"don’t use for repeatability, eggs measured in wrong order"
3906,7,Egg_Measurement.txt,5.69E+04,6.44E-01,4.05E-01,5.50E-02,1.84E-04,7.26E-01,9.77E-01,9.82E-01,,"don’t use for repeatability, eggs measured in wrong order"
3906,8,Egg_Measurement.txt,6.05E+04,6.85E-01,4.14E-01,5.99E-02,5.16E-04,7.74E-01,9.84E-01,9.10E-01,,"don’t use for repeatability, eggs measured in wrong order"
3906,9,Egg_Measurement.txt,6.60E+04,6.51E-01,4.63E-01,7.19E-02,5.11E-04,8.55E-01,9.85E-01,9.95E-01,,"don’t use for repeatability, eggs measured in wrong order"
3906,10,Egg_Measurement.txt,6.18E+04,6.48E-01,4.33E-01,6.37E-02,1.38E-04,7.93E-01,9.99E-01,9.87E-01,6.27E-02,
1293,1,,4.74E+04,6.23E-01,3.53E-01,3.90E-02,6.81E-04,5.88E-01,9.94E-01,9.21E-01,,
1293,2,,4.87E+04,6.23E-01,3.56E-01,4.09E-02,2.60E-04,6.04E-01,9.76E-01,9.60E-01,,
1293,3,,5.10E+04,6.03E-01,3.75E-01,4.41E-02,1.60E-04,6.26E-01,9.74E-01,9.77E-01,,
1293,4,,5.08E+04,6.10E-01,3.78E-01,4.56E-02,7.58E-05,6.41E-01,1.00E+00,1.00E+00,,
1293,5,Egg_Measurement.txt,5.86E+04,6.35E-01,4.24E-01,5.81E-02,6.45E-04,7.48E-01,9.91E-01,9.90E-01,,
1293,6,Egg_Measurement.txt,5.91E+04,6.73E-01,4.06E-01,5.70E-02,4.15E-04,7.49E-01,9.84E-01,9.63E-01,,
1293,7,Egg_Measurement.txt,5.88E+04,6.28E-01,4.26E-01,5.91E-02,2.90E-04,7.54E-01,9.97E-01,9.64E-01,,
1293,8,Egg_Measurement.txt,5.94E+04,6.01E-01,4.60E-01,6.10E-02,4.29E-04,7.58E-01,9.92E-01,9.98E-01,,
1293,9,Egg_Measurement.txt,5.49E+04,6.51E-01,4.01E-01,4.97E-02,3.37E-04,6.79E-01,9.65E-01,9.93E-01,,
1293,10,Egg_Measurement.txt,5.89E+04,6.08E-01,4.30E-01,5.92E-02,1.81E-04,7.50E-01,9.94E-01,9.93E-01,5.14E-02,
9468,1,Egg_Measurement.txt,5.06E+04,6.18E-01,3.75E-01,4.50E-02,2.16E-04,6.38E-01,9.55E-01,9.21E-01,,
9468,2,Egg_Measurement.txt,5.68E+04,6.44E-01,3.96E-01,5.30E-02,1.67E-04,7.09E-01,9.37E-01,9.70E-01,,
9468,3,Egg_Measurement.txt,5.48E+04,6.41E-01,3.74E-01,4.83E-02,7.98E-05,6.72E-01,9.86E-01,9.67E-01,,
9468,4,Egg_Measurement.txt,4.88E+04,6.07E-01,3.72E-01,4.22E-02,9.90E-04,6.13E-01,9.70E-01,9.64E-01,,
9468,5,Egg_Measurement.txt,5.64E+04,6.24E-01,4.13E-01,5.51E-02,2.52E-04,7.21E-01,9.56E-01,9.65E-01,,
9468,6,Egg_Measurement.txt,5.44E+04,6.15E-01,4.08E-01,5.36E-02,1.03E-06,7.07E-01,8.44E-01,9.36E-01,,
9468,7,Egg_Measurement.txt,4.81E+04,6.17E-01,3.58E-01,4.16E-02,8.61E-07,6.09E-01,9.76E-01,9.44E-01,,
9468,8,Egg_Measurement.txt,5.49E+04,5.84E-01,4.20E-01,5.41E-02,3.15E-06,7.04E-01,9.94E-01,9.71E-01,,
9468,9,Egg_Measurement.txt,4.73E+04,5.36E-01,3.87E-01,4.21E-02,2.29E-05,5.96E-01,1.00E+00,1.00E+00,,
9468,10,Egg_Measurement.txt,6.64E+04,6.53E-01,4.56E-01,7.07E-02,1.68E-04,8.45E-01,9.60E-01,9.66E-01,5.06E-02,
1040,1,Egg_Measurement.txt,5.16E+04,6.39E-01,3.77E-01,4.75E-02,1.90E-04,6.64E-01,9.81E-01,9.92E-01,,
1040,2,Egg_Measurement.txt,5.43E+04,6.82E-01,3.70E-01,4.78E-02,4.02E-04,6.77E-01,9.78E-01,9.67E-01,,
1040,3,Egg_Measurement.txt,5.16E+04,6.41E-01,3.71E-01,4.54E-02,3.13E-04,6.47E-01,9.93E-01,9.11E-01,,
1040,4,Egg_Measurement.txt,5.93E+04,6.95E-01,3.86E-01,5.37E-02,1.57E-04,7.27E-01,9.98E-01,9.93E-01,,
1040,5,Egg_Measurement.txt,5.50E+04,6.08E-01,4.08E-01,5.39E-02,1.12E-05,7.09E-01,9.83E-01,9.96E-01,,
1040,6,Egg_Measurement.txt,5.08E+04,6.66E-01,3.52E-01,4.31E-02,9.28E-05,6.34E-01,9.94E-01,9.95E-01,,
1040,7,Egg_Measurement.txt,5.92E+04,6.17E-01,4.22E-01,5.85E-02,2.73E-05,7.46E-01,9.90E-01,9.93E-01,,
1040,8,Egg_Measurement.txt,5.56E+04,6.92E-01,3.71E-01,4.99E-02,2.55E-05,6.97E-01,9.76E-01,9.98E-01,,
1040,9,Egg_Measurement.txt,5.88E+04,6.42E-01,4.19E-01,5.82E-02,2.66E-04,7.50E-01,9.81E-01,9.79E-01,,
1040,10,Egg_Measurement.txt,4.97E+04,6.55E-01,3.49E-01,4.14E-02,1.50E-04,6.16E-01,9.81E-01,9.64E-01,4.99E-02,
9507,1,Egg_Measurement.txt,6.37E+04,6.46E-01,4.09E-01,5.61E-02,2.43E-04,7.35E-01,9.74E-01,9.74E-01,,
9507,2,Egg_Measurement.txt,6.25E+04,6.20E-01,4.00E-01,5.18E-02,3.30E-04,6.96E-01,9.77E-01,9.91E-01,,
9507,3,Egg_Measurement.txt,6.20E+04,6.33E-01,4.01E-01,5.27E-02,2.58E-04,7.05E-01,9.71E-01,9.88E-01,,
9507,4,Egg_Measurement.txt,5.82E+04,6.34E-01,3.75E-01,4.62E-02,4.36E-04,6.53E-01,9.55E-01,9.82E-01,,
9507,5,Egg_Measurement.txt,5.70E+04,6.22E-01,3.74E-01,4.44E-02,5.73E-04,6.35E-01,9.77E-01,9.31E-01,,
9507,6,Egg_Measurement.txt,6.26E+04,6.40E-01,3.94E-01,5.01E-02,4.61E-04,6.83E-01,9.95E-01,9.61E-01,,
9507,7,Egg_Measurement.txt,5.75E+04,6.26E-01,3.65E-01,4.32E-02,5.27E-04,6.26E-01,9.73E-01,9.91E-01,,
9507,8,Egg_Measurement.txt,6.43E+04,6.14E-01,4.18E-01,5.60E-02,3.49E-04,7.27E-01,9.73E-01,9.89E-01,,
9507,9,Egg_Measurement.txt,6.34E+04,6.11E-01,4.11E-01,5.58E-02,1.37E-04,7.25E-01,9.97E-01,9.98E-01,,
