clutch_ID,egg_ID,label,area_px,length,max_width,volume,ellipse_deviation,surface_area,left_R^2,right_R^2,mean_egg_volume
A.M.36,6,Egg_Measurement.txt,5.40E+04,7.67E-01,4.90E-01,9.44E-02,6.14E-04,1.04E+00,9.81E-01,9.47E-01,
A.M.36,7,Egg_Measurement.txt,5.99E+04,7.91E-01,5.20E-01,1.11E-01,1.99E-04,1.15E+00,9.89E-01,9.82E-01,
A.M.36,8,Egg_Measurement.txt,5.52E+04,7.63E-01,4.94E-01,9.57E-02,4.80E-04,1.05E+00,9.82E-01,9.88E-01,
A.M.36,9,Egg_Measurement.txt,5.40E+04,7.60E-01,4.78E-01,8.98E-02,1.89E-04,1.00E+00,9.76E-01,9.87E-01,
A.M.36,10,Egg_Measurement.txt,5.67E+04,7.86E-01,4.81E-01,9.59E-02,7.73E-05,1.05E+00,9.88E-01,9.48E-01,9.57E-02
A.M.37,1,Egg_Measurement.txt,5.28E+04,7.42E-01,4.75E-01,8.72E-02,1.87E-04,9.83E-01,9.95E-01,9.71E-01,
A.M.37,2,Egg_Measurement.txt,4.48E+04,7.22E-01,4.00E-01,6.16E-02,3.37E-05,7.97E-01,9.63E-01,9.54E-01,
A.M.37,3,Egg_Measurement.txt,4.79E+04,7.10E-01,4.39E-01,7.10E-02,3.20E-04,8.62E-01,9.72E-01,9.90E-01,
A.M.37,4,Egg_Measurement.txt,5.38E+04,7.49E-01,4.74E-01,8.85E-02,4.26E-05,9.94E-01,9.92E-01,9.86E-01,
A.M.37,5,Egg_Measurement.txt,6.19E+04,7.37E-01,5.57E-01,1.20E-01,1.68E-05,1.19E+00,9.96E-01,9.81E-01,
A.M.37,6,Egg_Measurement.txt,5.01E+04,7.15E-01,4.56E-01,7.77E-02,1.13E-04,9.10E-01,9.85E-01,9.39E-01,
A.M.37,7,Egg_Measurement.txt,5.25E+04,7.26E-01,4.91E-01,8.95E-02,5.03E-04,9.95E-01,9.95E-01,9.76E-01,
A.M.37,8,Egg_Measurement.txt,5.21E+04,7.24E-01,4.99E-01,9.21E-02,1.96E-04,1.01E+00,9.85E-01,9.89E-01,
A.M.37,9,Egg_Measurement.txt,5.47E+04,7.21E-01,5.11E-01,9.74E-02,3.55E-04,1.05E+00,9.68E-01,9.68E-01,
A.M.37,10,Egg_Measurement.txt,5.16E+04,7.30E-01,4.55E-01,7.90E-02,3.12E-05,9.23E-01,9.70E-01,9.53E-01,8.64E-02
H.W.48,1,,1.27E+04,7.23E-01,4.77E-01,8.47E-02,4.50E-04,9.62E-01,9.87E-01,9.72E-01,
H.W.48,2,,1.20E+04,7.00E-01,4.65E-01,7.89E-02,4.58E-04,9.17E-01,9.98E-01,9.66E-01,
H.W.48,3,,1.18E+04,7.39E-01,4.49E-01,7.69E-02,3.18E-04,9.12E-01,9.36E-01,9.98E-01,
H.W.48,4,,1.20E+04,7.61E-01,4.67E-01,8.52E-02,4.21E-04,9.76E-01,9.90E-01,9.51E-01,
H.W.48,5,Egg_Measurement.txt,1.21E+04,7.22E-01,4.65E-01,7.99E-02,1.41E-04,9.27E-01,9.89E-01,9.88E-01,
H.W.48,6,Egg_Measurement.txt,1.27E+04,7.42E-01,4.83E-01,8.81E-02,7.09E-04,9.91E-01,9.80E-01,9.85E-01,
H.W.48,7,Egg_Measurement.txt,1.21E+04,7.20E-01,4.69E-01,8.29E-02,9.51E-05,9.48E-01,9.77E-01,9.70E-01,
H.W.48,8,Egg_Measurement.txt,1.26E+04,7.09E-01,4.93E-01,8.85E-02,5.12E-04,9.84E-01,9.87E-01,9.61E-01,
H.W.48,9,Egg_Measurement.txt,1.29E+04,7.30E-01,5.01E-01,9.45E-02,4.18E-04,1.03E+00,9.94E-01,9.74E-01,
H.W.48,10,Egg_Measurement.txt,1.21E+04,7.25E-01,4.68E-01,8.09E-02,6.84E-04,9.37E-01,9.96E-01,9.86E-01,8.41E-02
A.W.49,1,Egg_Measurement.txt,1.29E+04,7.28E-01,4.78E-01,8.73E-02,5.05E-06,9.80E-01,9.65E-01,9.75E-01,
A.W.49,2,Egg_Measurement.txt,1.21E+04,7.43E-01,4.54E-01,8.13E-02,1.05E-04,9.45E-01,9.79E-01,9.66E-01,
A.W.49,3,Egg_Measurement.txt,1.22E+04,7.26E-01,4.88E-01,8.86E-02,4.10E-05,9.86E-01,9.87E-01,9.86E-01,
A.W.49,4,Egg_Measurement.txt,1.15E+04,7.31E-01,4.41E-01,7.39E-02,1.31E-04,8.88E-01,9.95E-01,9.83E-01,
A.W.49,5,Egg_Measurement.txt,1.24E+04,7.24E-01,4.81E-01,8.78E-02,7.11E-05,9.83E-01,9.77E-01,9.84E-01,
A.W.49,6,Egg_Measurement.txt,1.15E+04,7.29E-01,4.45E-01,7.43E-02,3.23E-04,8.90E-01,9.95E-01,9.95E-01,
A.W.49,7,Egg_Measurement.txt,1.32E+04,7.23E-01,5.00E-01,9.36E-02,2.68E-04,1.02E+00,9.86E-01,9.71E-01,
A.W.49,8,Egg_Measurement.txt,1.30E+04,7.43E-01,4.79E-01,8.90E-02,1.18E-04,9.96E-01,9.92E-01,9.67E-01,
A.W.49,9,Egg_Measurement.txt,1.24E+04,7.20E-01,4.71E-01,8.35E-02,3.84E-05,9.52E-01,9.75E-01,9.95E-01,
A.W.49,10,Egg_Measurement.txt,1.20E+04,6.77E-01,4.80E-01,8.25E-02,1.57E-05,9.35E-01,9.98E-01,9.92E-01,8.42E-02
A.M.178,1,Egg_Measurement.txt,5.52E+04,7.85E-01,5.39E-01,1.18E-01,4.59E-04,1.19E+00,9.78E-01,9.92E-01,
A.M.178,2,Egg_Measurement.txt,5.24E+04,7.66E-01,5.14E-01,1.05E-01,3.08E-04,1.11E+00,9.69E-01,9.74E-01,
A.M.178,3,Egg_Measurement.txt,5.34E+04,8.06E-01,5.37E-01,1.20E-01,4.55E-04,1.21E+00,9.73E-01,9.81E-01,
A.M.178,4,Egg_Measurement.txt,4.60E+04,7.69E-01,4.84E-01,9.29E-02,5.68E-04,1.03E+00,9.95E-01,9.53E-01,
A.M.178,5,Egg_Measurement.txt,4.91E+04,7.59E-01,5.15E-01,1.05E-01,1.63E-04,1.11E+00,9.76E-01,9.84E-01,
A.M.178,6,Egg_Measurement.txt,5.33E+04,7.58E-01,5.27E-01,1.11E-01,1.99E-04,1.14E+00,9.81E-01,9.90E-01,
A.M.178,7,Egg_Measurement.txt,5.14E+04,7.73E-01,5.16E-01,1.06E-01,3.77E-04,1.12E+00,9.53E-01,9.90E-01,
A.M.178,8,Egg_Measurement.txt,5.10E+04,7.87E-01,5.06E-01,1.05E-01,1.76E-04,1.11E+00,9.78E-01,9.79E-01,
A.M.178,9,Egg_Measurement.txt,5.01E+04,7.68E-01,5.10E-01,1.07E-01,6.05E-05,1.12E+00,9.89E-01,9.85E-01,
A.M.178,10,Egg_Measurement.txt,4.45E+04,7.72E-01,4.40E-01,7.81E-02,1.77E-04,9.30E-01,9.07E-01,9.62E-01,1.05E-01
