pupa_id,date,notes,death_date,,,,,,,,,
CTRL.WTH.130_P8,5/18/2025,dead,10/9/2025,,,,,,,,,
CTRL.WTH.150_P3,5/18/2025,,,,,,,,,,,
CTRL.WTH.38_P7,5/18/2025,,,,,,,,,,,
CTRL.WTH.179_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.118_P3,5/18/2025,,,,,,,,,,,
CTRL.WTH.118_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.118_P5,5/18/2025,,,,,,,,,,,
CTRL.WTH.50_P5,5/18/2025,,,,,,,,,,,
CTRL.GLF.9_P2,5/18/2025,,,,,,,,,,,
CTRL.WTH.106_P1,5/18/2025,,,,,,,,,,,
CTRL.WTH.168_P3,5/18/2025,,,,,,,,,,,
CTRL.WTH.113_P3,5/18/2025,,,,,,,,,,,
CTRL.BLG.15_P9,5/18/2025,dead_end,,,,,,,,,,
CTRL.WTH.60_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.60_P5,5/18/2025,,,,,,,,,,,
CTRL.WTH.60_P6,5/18/2025,,,,,,,,,,,
CTRL.WTH.159_P2,5/18/2025,,,,,,,,,,,
CTRL.WTH.159_P3,5/18/2025,,,,,,,,,,,
CTRL.WTH.159_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.94_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.22_P10,5/18/2025,dead,9/11/2025,,,,,,,,,
CTRL.WTH.49_P6,5/18/2025,dead,10/9/2025,,,,,,,,,
CTRL.WTH.49_P7,5/18/2025,,,,,,,,,,,
CTRL.WTH.164_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.164_P5,5/18/2025,,,,,,,,,,,
CTRL.WTH.164_P6,5/18/2025,,,,,,,,,,,
CTRL.WTH.164_P7,5/18/2025,,,,,,,,,,,
CTRL.WTH.148_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.148_P5,5/18/2025,,,,,,,,,,,
CTRL.WTH.148_P6,5/18/2025,,,,,,,,,,,
CTRL.WTH.148_P7,5/18/2025,,,,,,,,,,,
CTRL.WTH.15_P3,5/18/2025,dead_rm_rm,,,,,,,,,,
CTRL.WTH.15_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.161_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.139_P1,5/18/2025,,,,,,,,,,,
CTRL.WTH.139_P2,5/18/2025,,,,,,,,,,,
CTRL.WTH.139_P3,5/18/2025,,,,,,,,,,,
CTRL.WTH.139_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.139_P5,5/18/2025,,,,,,,,,,,
CTRL.WTH.138_P3,5/18/2025,,,,,,,,,,,
CTRL.WTH.158_P4,5/18/2025,,,,,,,,,,,
CTRL.WTH.158_P5,5/18/2025,,,,,,,,,,,
CTRL.WTH.160_P6,5/18/2025,,,,,,,,,,,
CTRL.WTH.160_P7,5/18/2025,,,,,,,,,,,
CTRL.WTH.70_P6,5/18/2025,dead_end,,,,,,,,,,
F6.MEAN.CTRL_P2,5/18/2025,,,,,,,,,,,
F3.CTRL.CTRL_F4,5/18/2025,,,,,,,,,,,
F5.CTRL.CTRL_P2,5/18/2025,,,,,,,,,,,
F3.MEAN.CTRL_P1,5/18/2025,,,,,,,,,,,
F1.HOT.CTRL_P1,5/18/2025,,,,,,,,,,,
F4.CTRL.CTRL_P6,5/18/2025,dead_end,,,,,,,,,,
F4.CTRL.CTRL_P7,5/18/2025,,,,,,,,,,,
F7.COOL.CTRL_P6,5/18/2025,,,,,,,,,,,
HOT.WTH.78_P5,5/19/2025,dead,10/9/2025,,,,,,,,,
HOT.WTH.17_P10,5/19/2025,,,,,,,,,,,
HOT.WTH.158_P6,5/19/2025,,,,,,,,,,,
HOT.WTH.160_P7,5/19/2025,,,,,,,,,,,
F3.MEAN.HOT_P5,5/19/2025,,,,,,,,,,,
HOT.WTH.157_P5,5/19/2025,,,,,,,,,,,
F2.WARM.HOT_P1,5/19/2025,dead,11/5/2025,,,,,,,,,
HOT.WTH.145_P6,5/19/2025,,,,,,,,,,,
HOT.WTH.33_P4,5/19/2025,,,,,,,,,,,
F6.MEAN.HOT_P3,5/19/2025,,,,,,,,,,,
F3.CTRL.HOT2_P3,5/19/2025,,,,,,,,,,,
F3.CTRL.HOT2_P4,5/19/2025,dead,7/11/2025,,,,,,,,,
F3.CTRL.HOT2_P5,5/19/2025,,,,,,,,,,,
F3.CTRL.HOT2_P6,5/19/2025,,,,,,,,,,,
HOT.WTH.121_P8,5/19/2025,,,,,,,,,,,
HOT.WTH.154_P5,5/19/2025,,,,,,,,,,,
HOT.WTH.154_P6,5/19/2025,,,,,,,,,,,
HOT.WTH.154_P7,5/19/2025,,,,,,,,,,,
CTRL.WTH.138_P4,5/19/2025,,,,,,,,,,,
CTRL.WTH.164_P8,5/19/2025,,,,,,,,,,,
CTRL.WTH.161_P5,5/19/2025,,,,,,,,,,,
CTRL.WTH.29_P7,5/19/2025,dead,11/5/2025,,,,,,,,,
CTRL.WTH.152_P2,5/19/2025,,,,,,,,,,,
CTRL.WTH.89_P2,5/19/2025,,,,,,,,,,,
CTRL.WTH.89_P3,5/19/2025,,,,,,,,,,,
CTRL.WTH.89_P4,5/19/2025,dead,27/10/25,,,,,,,,,
CTRL.WTH.110_P6,5/19/2025,dead,9/11/2025,,,,,,,,,
F1.CTRL.CTRL_P7,5/19/2025,dead_end,,,,,,,,,,
WARM.WTH.1_P4,5/19/2025,,,,,,,,,,,
WARM.WTH.23_P3,5/19/2025,,,,,,,,,,,
WARM.WTH.41_P3,5/19/2025,,,,,,,,,,,
WARM.WTH.41_P4,5/19/2025,,,,,,,,,,,
WARM.WTH.41_P5,5/19/2025,,,,,,,,,,,
WARM.GLF.15_P1,5/19/2025,,,,,,,,,,,
WARM.MUN.1_P4,5/19/2025,,,,,,,,,,,
F1.COOL.WARM_P6,5/19/2025,,,,,,,,,,,
F1.COOL.WARM_P7,5/19/2025,,,,,,,,,,,
F1.COOL.WARM_P8,5/19/2025,,,,,,,,,,,
F1.COOL.WARM_P9,5/19/2025,,,,,,,,,,,
F1.COOL.WARM_P10,5/19/2025,,,,,,,,,,,
WARM.WTH.43_P3,5/19/2025,,,,,,,,,,,
WARM.WTH.43_P4,5/19/2025,,,,,,,,,,,
WARM.WTH.43_P5,5/19/2025,,,,,,,,,,,
WARM.WTH.50_P3,5/19/2025,,,,,,,,,,,
WARM.WTH.50_P4,5/19/2025,,,,,,,,,,,
WARM.WTH.50_P5,5/19/2025,,,,,,,,,,,
WARM.WTH.38_P2,5/19/2025,,,,,,,,,,,
WARM.WTH.25_P1,5/19/2025,,,,,,,,,,,
F2.COOL.WARM_P1,5/19/2025,,,,,,,,,,,
WARM.WTH.22_P1,5/19/2025,,,,,,,,,,,
WARM.WTH.60_P1,5/19/2025,,,,,,,,,,,
F3.MEAN.CTRL_P2,5/19/2025,,,,,,,,,,,
F1.HOT.CTRL_P2,5/19/2025,,,,,,,,,,,
F1.HOT.CTRL_P3,5/19/2025,dead,7/11/2025,,,,,,,,,
F1.HOT.CTRL_P4,5/19/2025,,,,,,,,,,,
F1.WARM.CTRL_P2,5/19/2025,,,,,,,,,,,
F1.WARM.CTRL_P3,5/19/2025,,,,,,,,,,,
CTRL.WTH.139_P6,5/19/2025,dead,9/11/2025,,,,,,,,,
CTRL.WTH.139_P7,5/19/2025,,,,,,,,,,,
CTRL.WTH.139_P8,5/19/2025,,,,,,,,,,,
CTRL.WTH.16_P5,5/19/2025,dead_end,,,,,,,,,,
CTRL.WTH.176_P2,5/19/2025,,,,,,,,,,,
CTRL.WTH.176_P3,5/19/2025,,,,,,,,,,,
CTRL.WTH.176_P4,5/19/2025,,,,,,,,,,,
CTRL.WTH.158_P6,5/19/2025,dead_end,,,,,,,,,,
CTRL.WTH.15_P5,5/19/2025,,,,,,,,,,,
CTRL.WTH.102_P3,5/19/2025,,,,,,,,,,,
CTRL.WTH.114_P6,5/19/2025,,,,,,,,,,,
CTRL.WTH.168_P4,5/19/2025,,,,,,,,,,,
CTRL.WTH.170_P6,5/19/2025,,,,,,,,,,,
CTRL.BLG.15_P10,5/19/2025,,,,,,,,,,,
CTRL.WTH.123_P4,5/19/2025,,,,,,,,,,,
CTRL.WTH.123_P5,5/19/2025,dead_end,,,,,,,,,,
CTRL.WTH.96_P1,5/19/2025,,,,,,,,,,,
WARM.WTH.114_P1,5/20/2025,,,,,,,,,,,
WARM.WTH.89_P1,5/20/2025,,,,,,,,,,,
WARM.WTH.25_P2,5/20/2025,,,,,,,,,,,
F2.COOL.WARM_P2,5/20/2025,,,,,,,,,,,
F2.COOL.WARM_P3,5/20/2025,,,,,,,,,,,
WARM.WTH.22_P4,5/20/2025,dead ,10/9/2025,,,,,,,,,
WARM.WTH.22_P5,5/20/2025,dead_end,,,,,,,,,,
WARM.WTH.22_P6,5/20/2025,,,,,,,,,,,
WARM.WTH.43_P6,5/20/2025,,,,,,,,,,,
WARM.WTH.48_P1,5/20/2025,,,,,,,,,,,
WARM.WTH.48_P2,5/20/2025,,,,,,,,,,,
WARM.WTH.48_P3,5/20/2025,,,,,,,,,,,
WARM.WTH.50_P6,5/20/2025,,,,,,,,,,,
WARM.WTH.50_P7,5/20/2025,,,,,,,,,,,
WARM.WTH.38_P3,5/20/2025,,,,,,,,,,,
WARM.WTH.38_P4,5/20/2025,,,,,,,,,,,
WARM.WTH.41_P6,5/20/2025,,,,,,,,,,,
WARM.WTH.26_P1,5/20/2025,,,,,,,,,,,
WARM.WTH.130_P8,5/20/2025,,,,,,,,,,,
WARM.WTH.44_P3,5/20/2025,,,,,,,,,,,
WARM.WTH.86_P1,5/20/2025,,,,,,,,,,,
WARM.WTH.86_P2,5/20/2025,,,,,,,,,,,
WARM.WTH.86_P3,5/20/2025,,,,,,,,,,,
F4.COOL.WARM_P2,5/20/2025,,,,,,,,,,,
F4.COOL.WARM_P3,5/20/2025,,,,,,,,,,,
WARM.WTH.64_P1,5/20/2025,,,,,,,,,,,
WARM.WTH.103_P1,5/20/2025,,,,,,,,,,,
WARM.WTH.117_P1,5/20/2025,,,,,,,,,,,
WARM.WTH.23_P4,5/20/2025,,,,,,,,,,,
WARM.WTH.23_P5,5/20/2025,,,,,,,,,,,
F1.CTRL.WARM_P4,5/20/2025,,,,,,,,,,,
WARM.WTH.60_P3,5/20/2025,,,,,,,,,,,
WARM.URD.1_P1,5/20/2025,,,,,,,,,,,
WARM.URD.1_P2,5/20/2025,dead_end,,,,,,,,,,
WARM.URD.1_P3,5/20/2025,dead_end,,,,,,,,,,
WARM.URD.1_P4,5/20/2025,,,,,,,,,,,
WARM.URD.1_P5,5/20/2025,,,,,,,,,,,
WARM.URD.1_P6,5/20/2025,,,,,,,,,,,
HOT.WTH.123_p5,5/20/2025,,,,,,,,,,,
F3.MEAN.HOT_P6,5/20/2025,,,,,,,,,,,
F3.MEAN.HOT_P7,5/20/2025,,,,,,,,,,,
F3.MEAN.HOT_P8,5/20/2025,,,,,,,,,,,
F2.WARM.HOT_P2,5/20/2025,dead,10/9/2025,,,,,,,,,
F6.MEAN.HOT_P4,5/20/2025,,,,,,,,,,,
HOT.WTH.78_P6,5/20/2025,dead_end,,,,,,,,,,
HOT.WTH.48_P1,5/20/2025,dead_end,,,,,,,,,,
HOT.WTH.168_P6,5/20/2025,,,,,,,,,,,
HOT.WTH.170_P3,5/20/2025,dead,7/11/2025,,,,,,,,,
HOT.GLF.16_P2,5/20/2025,,,,,,,,,,,
HOT.GLF.16_P3,5/20/2025,,,,,,,,,,,
HOT.WTH.161_P6,5/20/2025,,,,,,,,,,,
HOT.WTH.161_P7,5/20/2025,,,,,,,,,,,
F1.WARM.CTRL_P4,5/20/2025,,,,,,,,,,,
F1.HOT.CTRL_P5,5/20/2025,dead,27/10/25,,,,,,,,,
F1.HOT.CTRL_P6,5/20/2025,,,,,,,,,,,
CTRL.WTH.104_P2,5/20/2025,,,,,,,,,,,
CTRL.WTH.104_P3,5/20/2025,,,,,,,,,,,
CTRL.WTH.179_P5,5/20/2025,,,,,,,,,,,
CTRL.WTH.176_P5,5/20/2025,dead_end,,,,,,,,,,
CTRL.WTH.142_P2,5/21/2025,dead ,17/11/25,,,,,,,,,
F1.HOT.CTRL_P7,5/21/2025,,,,,,,,,,,
F1.WARM.CTRL_P5,5/21/2025,,,,,,,,,,,
CTRL.WTH.70_P7,5/21/2025,,,,,,,,,,,
CTRL.WTH.158_P7,5/21/2025,dead_end,,,,,,,,,,
CTRL.WTH.22_P11,5/21/2025,dead,27/10/25,,,,,,,,,
F3.CTRL.CTRL_P5,5/21/2025,,,,,,,,,,,
CTRL.WTH.78_P5,5/21/2025,dead,10/9/2025,,,,,,,,,
CTRL.WTH.78_P6,5/21/2025,,,,,,,,,,,
CTRL.WTH.84_P1,5/21/2025,dead,10/9/2025,,,,,,,,,
CTRL.WTH.152_P3,5/21/2025,dead,,,,,,,,,,
CTRL.WTH.152_P4,5/21/2025,,,,,,,,,,,
CTRL.WTH.152_P5,5/21/2025,,,,,,,,,,,
CTRL.WTH.152_P6,5/21/2025,,,,,,,,,,,
CTRL.WTH.152_P7,5/21/2025,,,,,,,,,,,
F2.WARM.CTRL_P3,5/21/2025,dead,11/5/2025,,,,,,,,,
F3.MEAN.CTRL_P3,5/21/2025,,,,,,,,,,,
CTRL.WTH.159_P5,5/21/2025,,,,,,,,,,,
F4.WARM.HOT_P1,5/21/2025,,,,,,,,,,,
F4.WARM.HOT_P2,5/21/2025,dead_rm,Aug-25,,,,,,,,,
CTRL.WTH.138_P5,5/21/2025,,,,,,,,,,,
F2.WARM.HOT_P3,5/21/2025,,,,,,,,,,,
F2.WARM.HOT_P4,5/21/2025,,,,,,,,,,,
F2.WARM.HOT_P5,5/21/2025,,,,,,,,,,,
F2.WARM.HOT_P6,5/21/2025,,,,,,,,,,,
F2.WARM.HOT_P7,5/21/2025,,,,,,,,,,,
HOT.WTH.170_P4,5/21/2025,,,,,,,,,,,
F2.WARM.HOT_P8,5/21/2025,dead ,27/10/25,,,,,,,,,
WARM.WTH.162_P1,5/21/2025,,,,,,,,,,,
WARM.WTH.162_P2,5/21/2025,dead ,27/10/25,,,,,,,,,
WARM.WTH.162_P3,5/21/2025,,,,,,,,,,,
WARM.WTH.60_P3,5/21/2025,dead ,27/10/25,,,,,,,,,
WARM.WTH.60_P4,5/21/2025,,,,,,,,,,,
WARM.WTH.60_P5,5/21/2025,,,,,,,,,,,
WARM.WTH.60_P6,5/21/2025,,,,,,,,,,,
WARM.WTH.38_P5,5/21/2025,,,,,,,,,,,
WARM.WTH.38_P6,5/21/2025,dead_end,,,,,,,,,,
F1.CTRL.WARM_P5,5/21/2025,,,,,,,,,,,
WARM.URD.1_P7,5/21/2025,dead ,11/3/2025,,,,,,,,,
WARM.WTH.117_P2,5/21/2025,,,,,,,,,,,
WARM.WTH.64_P2,5/21/2025,,,,,,,,,,,
WARM.WTH.47_P1,5/21/2025,,,,,,,,,,,
WARM.WTH.47_P2,5/21/2025,dead_end,,,,,,,,,,
WARM.WTH.47_P3,5/21/2025,dead ,27/10/25,,,,,,,,,
F4.CTRL.WARM_P1,5/21/2025,,,,,,,,,,,
F4.CTRL.WARM_P2,5/21/2025,,,,,,,,,,,
F4.CTRL.WARM_P3,5/21/2025,,,,,,,,,,,
WARM.WTH.94_P2,5/21/2025,,,,,,,,,,,
WARM.WTH.1_P5,5/21/2025,dead_end,,,,,,,,,,
WARM.WTH.1_P6,5/21/2025,,,,,,,,,,,
WARM.WTH.1_P7,5/21/2025,,,,,,,,,,,
WARM.WTH.22_P7,5/21/2025,,,,,,,,,,,
WARM.WTH.22_P8,5/21/2025,dead,10/9/2025,,,,,,,,,
WARM.WTH.23_P6,5/21/2025,,,,,,,,,,,
WARM.WTH.103_P2,5/21/2025,dead ,11/3/2025,,,,,,,,,
WARM.WTH.13_P4,5/21/2025,,,,,,,,,,,
WARM.WTH.106_P1,5/21/2025,,,,,,,,,,,
WARM.WTH.74_P1,5/21/2025,,,,,,,,,,,
WARM.WTH.74_P2,5/21/2025,dead,10/9/2025,,,,,,,,,
WARM.WTH.127_P1,5/21/2025,dead_end,,,,,,,,,,
WARM.WTH.53_P1,5/21/2025,,,,,,,,,,,
F3.CTRL.WARM_P1,5/21/2025,,,,,,,,,,,
F5.COOL.WARM_P2,5/21/2025,,,,,,,,,,,
WARM.WTH.15_P1,5/21/2025,,,,,,,,,,,
WARM.WTH.29_P2,5/21/2025,,,,,,,,,,,
F6.MEAN.WARM_P1,5/21/2025,dead_end,,,,,,,,,,
WARM.WTH.25_P3,5/21/2025,,,,,,,,,,,
WARM.WTH.25_P4,5/21/2025,,,,,,,,,,,
WARM.WTH.25_P5,5/21/2025,,,,,,,,,,,
WARM.WTH.25_P6,5/21/2025,,,,,,,,,,,
WARM.WTH.25_P7,5/21/2025,,,,,,,,,,,
WARM.WTH.17_P3,5/21/2025,,,,,,,,,,,
WARM.WTH.17_P4,5/21/2025,,,,,,,,,,,
WARM.WTH.114_P2,5/21/2025,dead ,9/11/2025,,,,,,,,,
WARM.WTH.114_P3,5/21/2025,dead,11/5/2025,,,,,,,,,
WARM.WTH.148_P1,5/21/2025,,,,,,,,,,,
WARM.WTH.148_P2,5/21/2025,,,,,,,,,,,
WARM.WTH.148_P3,5/21/2025,,,,,,,,,,,
WARM.WTH.148_P4,5/21/2025,,,,,,,,,,,
WARM.WTH.96_P1,5/21/2025,,,,,,,,,,,
WARM.WTH.96_P2,5/21/2025,,,,,,,,,,,
WARM.WTH.111_P1,5/21/2025,,,,,,,,,,,
WARM.WTH.111_P2,5/21/2025,,,,,,,,,,,
WARM.WTH.26_P2,5/21/2025,,,,,,,,,,,
WARM.WTH.26_P3,5/21/2025,,,,,,,,,,,
WARM.WTH.26_P4,5/21/2025,dead ,7/11/2025,,,,,,,,,
WARM.WTH.26_P5,5/21/2025,,,,,,,,,,,
F3.MEAN.HOT_P9,5/22/2025,dead ,11/3/2025,,,,,,,,,
HOT.WTH.154_P8,5/22/2025,dead ,27/10/25,,,,,,,,,
HOT.WTH.154_P9,5/22/2025,dead ,7/11/2025,,,,,,,,,
HOT.WTH.39_P5,5/22/2025,,,,,,,,,,,
HOT.WTH.38_P3,5/22/2025,,,,,,,,,,,
HOT.WTH.41_P8,5/22/2025,,,,,,,,,,,
HOT.GLF.16_P4,5/22/2025,,,,,,,,,,,
HOT.WTH.164_P4,5/22/2025,,,,,,,,,,,
F6.CTRL.HOT_P2,5/22/2025,,,,,,,,,,,
CTRL.GLF.16_P2,5/22/2025,,,,,,,,,,,
CTRL.GLF.16_P3,5/22/2025,,,,,,,,,,,
CTRL.GLF.16_P4,5/22/2025,,,,,,,,,,,
CTRL.GLF.16_P5,5/22/2025,,,,,,,,,,,
CTRL.GLF.16_P6,5/22/2025,,,,,,,,,,,
CTRL.WTH.159_P6,5/22/2025,dead,10/9/2025,,,,,,,,,
F7.COOL.WARM_P1,5/22/2025,,,,,,,,,,,
F5.CTRL.WARM_P1,5/22/2025,,,,,,,,,,,
WARM.WTH.15_P2,5/22/2025,,,,,,,,,,,
WARM.WTH.146_P1,5/22/2025,dead,27/10/25,,,,,,,,,
F3.CTRL.WARM_P2,5/22/2025,dead,27/10/25,,,,,,,,,
F3.CTRL.WARM_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.106_P2,5/22/2025,dead,10/9/2025,,,,,,,,,
WARM.WTH.104_P1,5/22/2025,,,,,,,,,,,
WARM.WTH.42_P4,5/22/2025,,,,,,,,,,,
WARM.WTH.42_P5,5/22/2025,,,,,,,,,,,
WARM.WTH.37_P1,5/22/2025,,,,,,,,,,,
F6.CTRL.WARM_P1,5/22/2025,,,,,,,,,,,
F6.CTRL.WARM_P2,5/22/2025,dead_end,,,,,,,,,,
WARM.WTH.53_P2,5/22/2025,,,,,,,,,,,
WARM.WTH.53_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.53_P4,5/22/2025,,,,,,,,,,,
WARM.WTH.53_P5,5/22/2025,,,,,,,,,,,
WARM.GLF.5_P2,5/22/2025,,,,,,,,,,,
WARM.GLF.5_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.47_P4,5/22/2025,,,,,,,,,,,
WARM.WTH.74_P3,5/22/2025,dead_end,,,,,,,,,,
WARM.WTH.74_P3,5/22/2025,dead,10/9/2025,,,,,,,,,
WARM.WTH.13_P5,5/22/2025,,,,,,,,,,,
WARM.WTH.127_P2,5/22/2025,,,,,,,,,,,
WARM.WTH.127_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.44_P5,5/22/2025,dead,27/10/25,,,,,,,,,
WARM.WTH.145_P1,5/22/2025,dead_end,,,,,,,,,,
WARM.WTH.145_P2,5/22/2025,dead,10/9/2025,,,,,,,,,
WARM.WTH.145_P3,5/22/2025,dead,10/9/2025,,,,,,,,,
WARM.WTH.145_P4,5/22/2025,,,,,,,,,,,
WARM.WTH.84_P1,5/22/2025,,,,,,,,,,,
WARM.WTH.84_P2,5/22/2025,dead,27/10/25,,,,,,,,,
WARM.WTH.49_P2,5/22/2025,,,,,,,,,,,
F1.CTRL.WARM_P6,5/22/2025,,,,,,,,,,,
F1.CTRL.WARM_P7,5/22/2025,dead,10/9/2025,,,,,,,,,
F1.CTRL.WARM_P8,5/22/2025,,,,,,,,,,,
F1.CTRL.WARM_P9,5/22/2025,dead_end,,,,,,,,,,
WARM.WTH.167_P1,5/22/2025,,,,,,,,,,,
WARM.WTH.167_P2,5/22/2025,dead_end,,,,,,,,,,
WARM.WTH.89_P2,5/22/2025,,,,,,,,,,,
WARM.WTH.160_P1,5/22/2025,,,,,,,,,,,
WARM.WTH.160_P2,5/22/2025,,,,,,,,,,,
WARM.WTH.50_P8,5/22/2025,,,,,,,,,,,
WARM.WTH.50_P9,5/22/2025,dead,27/10/25,,,,,,,,,
WARM.WTH.60_P7,5/22/2025,dead,10/9/2025,,,,,,,,,
WARM.WTH.60_P8,5/22/2025,,,,,,,,,,,
WARM.WTH.60_P9,5/22/2025,,,,,,,,,,,
WARM.WTH.155_P1,5/22/2025,,,,,,,,,,,
WARM.WTH.162_P4,5/22/2025,,,,,,,,,,,
WARM.WTH.92_P2,5/22/2025,,,,,,,,,,,
WARM.WTH.92_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.29_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.103_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.103_P4,5/22/2025,,,,,,,,,,,
WARM.WTH.103_P5,5/22/2025,,,,,,,,,,,
WARM.WTH.16_P1,5/22/2025,,,,,,,,,,,
WARM.WTH.153_P1,5/22/2025,,,,,,,,,,,
WARM.WTH.153_P2,5/22/2025,,,,,,,,,,,
WARM.WTH.153_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.179_P1,5/22/2025,dead,10/9/2025,,,,,,,,,
WARM.WTH.179_P2,5/22/2025,,,,,,,,,,,
WARM.WTH.94_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.111_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.96_P3,5/22/2025,,,,,,,,,,,
WARM.WTH.48_P1,5/22/2025,,,,,,,,,,,
F2.WARM.HOT_P9,5/23/2025,,,,,,,,,,,
F3.CTRL.HOT2_P7,5/23/2025,dead,11/5/2025,,,,,,,,,
F1.HOT.CTRL_P8,5/23/2025,,,,,,,,,,,
WARM.WTH.103_P6,5/23/2025,,,,,,,,,,,
WARM.WTH.103_P7,5/23/2025,,,,,,,,,,,
WARM.WTH.103_P8,5/23/2025,,,,,,,,,,,
WARM.WTH.153_P4,5/23/2025,,,,,,,,,,,
F6.MEAN.WARM_P2,5/23/2025,,,,,,,,,,,
WARM.WTH.96_P4,5/23/2025,,,,,,,,,,,
WARM.WTH.92_P4,5/23/2025,,,,,,,,,,,
WARM.WTH.92_P5,5/23/2025,,,,,,,,,,,
WARM.WTH.92_P6,5/23/2025,dead_end,,,,,,,,,,
F4.CTRL.WARM_P4,5/23/2025,,,,,,,,,,,
WARM.WTH.113_P1,5/23/2025,,,,,,,,,,,
WARM.WTH.33_P1,5/23/2025,,,,,,,,,,,
WARM.WTH.33_P2,5/23/2025,dead_end,,,,,,,,,,
WARM.WTH.33_P3,5/23/2025,,,,,,,,,,,
WARM.WTH.1_P8,5/23/2025,dead,12/1/2025,,,,,,,,,
WARM.WTH.148_P5,5/23/2025,,,,,,,,,,,
WARM.WTH.117_P3,5/23/2025,,,,,,,,,,,
WARM.WTH.121_P1,5/23/2025,,,,,,,,,,,
WARM.WTH.98_P1,5/23/2025,,,,,,,,,,,
HOT.WTH.53_P5,5/24/2025,,,,,,,,,,,
HOT.WTH.159_P5,5/24/2025,,,,,,,,,,,
CTRL.GLF.16_P7,5/24/2025,dead,11/19/2025,,,,,,,,,
F3.MEAN.CTRL_P4,5/24/2025,,,,,,,,,,,
CTRL.WTH.142_P3,5/24/2025,,,,,,,,,,,
F2.WARM.CTRL_P4,5/24/2025,,,,,,,,,,,
WARM.WTH.179_P3,5/24/2025,dead ,15/11/25,,,,,,,,,
WARM.WTH.179_P4,5/24/2025,,,,,,,,,,,
WARM.WTH.148_P6,5/24/2025,dead,27/10/25,,,,,,,,,
WARM.WTH.22_P9,5/24/2025,,,,,,,,,,,
WARM.WTH.22_P10,5/24/2025,dead,10/9/2025,,,,,,,,,
WARM.WTH.103_P9,5/24/2025,dead,11/11/2025,,,,,,,,,
WARM.WTH.74_P4,5/24/2025,,,,,,,,,,,
WARM.WTH.74_P5,5/24/2025,,,,,,,,,,,
WARM.WTH.53_P6,5/24/2025,,,,,,,,,,,
WARM.WTH.123_P1,5/24/2025,,,,,,,,,,,
WARM.WTH.123_P2,5/24/2025,dead_end,,,,,,,,,,
F5.CTRL.WARM_P2,5/24/2025,,,,,,,,,,,
F5.CTRL.WARM_P3,5/24/2025,,,,,,,,,,,
F5.CTRL.WARM_P4,5/24/2025,,,,,,,,,,,
F5.CTRL.WARM_P5,5/24/2025,dead ,7/11/2025,,,,,,,,,
F5.CTRL.WARM_P6,5/24/2025,,,,,,,,,,,
F5.CTRL.WARM_P7,5/24/2025,,,,,,,,,,,
WARM.WTH.39_P1,5/24/2025,,,,,,,,,,,
WARM.WTH.121_P2,5/24/2025,,,,,,,,,,,
WARM.WTH.121_P3,5/24/2025,,,,,,,,,,,
WARM.WTH.121_P4,5/24/2025,,,,,,,,,,,
WARM.WTH.121_P5,5/24/2025,,,,,,,,,,,
F6.MEAN.WARM_P3,5/24/2025,,,,,,,,,,,
WARM.WTH.78_P1,5/24/2025,,,,,,,,,,,
WARM.WTH.78_P2,5/24/2025,,,,,,,,,,,
WARM.WTH.78_P3,5/24/2025,dead,27/10/25,,,,,,,,,
WARM.WTH.78_P4,5/24/2025,,,,,,,,,,,
WARM.WTH.78_P5,5/24/2025,,,,,,,,,,,
WARM.WTH.160_P3,5/24/2025,,,,,,,,,,,
WARM.WTH.84_P3,5/24/2025,,,,,,,,,,,
WARM.WTH.84_P4,5/24/2025,,,,,,,,,,,
WARM.WTH.98_P2,5/24/2025,dead ,27/10/25,,,,,,,,,
WARM.WTH.98_P3,5/24/2025,,,,,,,,,,,
WARM.WTH.139_P1,5/24/2025,,,,,,,,,,,
WARM.WTH.139_P2,5/24/2025,,,,,,,,,,,
WARM.WTH.151_P1,5/24/2025,,,,,,,,,,,
WARM.WTH.151_P2,5/24/2025,,,,,,,,,,,
WARM.WTH.145_P5,5/24/2025,,,,,,,,,,,
WARM.WTH.64_P3,5/24/2025,,,,,,,,,,,
WARM.WTH.117_P4,5/24/2025,,,,,,,,,,,
WARM.WTH.117_P5,5/24/2025,,,,,,,,,,,
WARM.WTH.117_P6,5/24/2025,,,,,,,,,,,
