pupal_treatment,emergence_date,sex,adultID,weight,mateID,treatment_combination,clutchID,notes,age,age_at_photo,uploaded,dead,green_eggs,orange_eggs,clutch_size,eggs_photographed,clutch_code,cg,prev_tray,new_tray,
warm,12/5/2025,M,HOT.WTH.117_P4_W,,HOT.WTH.74_P8_W,,H.W.315,,DONE,12,,,,,,,,,,,
warm,12/5/2025,M,HOT.WTH.13_P2_W,,HOT.WTH.22_P5_w,,H.W.310,,DONE,5,,,,,,,,,,,
warm,12/5/2025,M,HOT.WTH.159_P2_W,,HOT.WTH.148_P5_W,,H.W.301,,DONE,5,,,,,,,,,,,
warm,12/5/2025,M,HOT.WTH.89_P3_W,,HOT.WTH.152_P1_W,,H.W.341,,DONE,12,,,,,,,,,,,
warm,12/5/2025,M,HOT.BLG.15_P6_W,,HOT.MUN.1_P2_W,,H.W.413,,DONE,5,,,,,,,,,,,
cool,12/5/2025,M,CTRL.WTH.139_P8_C,,CTRL.BLG.15_P10_C,,A.C.276,,DONE,11,,,,,,,,,,,
cool,12/5/2025,F,HOT.WTH.16_P2_C,0.0362,HOT.WTH.1_P3_C,,H.C.231,,DONE,11,,,9,182,191,DONE,4034,Y,3B16,2A7,"1A,1B,2A"
cool,12/5/2025,M,CTRL.WTH.48_P5_C,,CTRL.WTH.23_P2_C,,A.C.232,,DONE,11,,,,,,,,,,,
cool,12/5/2025,M,WARM.WTH.89_P9_C,,WARM.WTH.98_P12_C,,W.C.280,,DONE,11,,,,,,,,,,,
cool,12/5/2025,F,CTRL.WTH.23_P2_C,0.0254,CTRL.WTH.48_P5_C,,A.C.232,,DONE,20,,,4,19,23,DONE,3338,,,,
cool,12/5/2025,M,WARM.WTH.121_P4_C,,WARM.WTH.92_P1_C,,W.C.377,,DONE,11,,,,,,,,,,,
cool,12/5/2025,M,WARM.WTH.84_P4_C,,,WC,,,DONE,11,,dead,,,,,,,,,
hot,12/5/2025,F,CTRL.WTH.39_P3_H,0.0206,CTRL.WTH.123_P4_H,,A.H.233,,DONE,11,,,0,0,0,,,,,,
hot,12/5/2025,F,F1.HOT.CTRL_P2_H,0.031,F6.MEAN.CTRL_P1_H,,H.A.H.234,,DONE,11,,,0,95,95,,,Y,3C5,4A9,
hot,12/5/2025,F,HOT.WTH.148_P2_H,0.0301,HOT.WTH.94_P2_H,,H.H.235,,DONE,11,,,0,256,256,DONE,7908,Y,3C3,4E7,
hot,12/5/2025,F,CTRL.WTH.13_P4_H,0.0314,CTRL.WTH.155_P2_H,,A.H.236,,DONE,11,,,1,110,111,DONE,2346,Y,2F2,5A14,
hot,12/5/2025,F,HOT.WTH.162_P2_H,0.0319,HOT.WTH.158_P1_H,,H.H.237,,DONE,5,,,0,246,246,DONE,7622,Y,2D7,4E14,
hot,12/5/2025,F,MEAN.WTH.22_P1_H,0.0176,MEAN.WTH.157_P1_H,,M.H.238,,DONE,11,,,0,106,106,DONE,76221,Y,3C7,5E2,
hot,12/5/2025,F,F2.WARM.WARM_P5_H,0.0176,WARM.WTH.53_P3_H,,W.W.H.239,,DONE,11,,,2,143,145,,,Y,2 E3,6A8,
hot,12/5/2025,F,CTRL.WTH.43_P1_H,0.023,CTRL.WTH.102_P1_H,,A.H.240,,DONE,11,,,0,0,0,NO EGGS,8727,,,,
hot,12/5/2025,F,HOT.WTH.123_P1_H,0.0357,HOT.WTH.53_P2_H,,H.H.241,,DONE,11,,,0,15,15,DONE,6000,,,,
hot,12/5/2025,F,F6.MEAN.MEAN_P1_H,0.0118,,MMH,M.M.H.242,,DONE,11,,dead,,,,,,,,,
hot,12/5/2025,M,HOT.WTH.22_P8_H,,HOT.WTH.168_P1_H,,H.H.351,,DONE,11,,,,,,,,,,,
hot,12/5/2025,M,WARM.WTH.42_P1_H,,WARM.WTH.158_P4_H,,W.H.352,,DONE,11,,,,,,,,,,,
hot,12/5/2025,M,WARM.WTH.98_P3_H,,WARM.WTH.104_P3_H,,W.H.380,,DONE,11,,,,,,,,,,,
mean,12/5/2025,F,HOT.WTH.138_P3_M,0.0298,HOT.WTH.86_P6_M,,H.M.243,,DONE,4,,,0,23,23,DONE,6406,,,,
mean,12/5/2025,F,HOT.WTH.162_P8_M,0.0298,HOT.WTH.22_P6_M,,H.M.244,,DONE,3,,,0,232,232,DONE,6853,Y,1B12,1C15,
mean,12/5/2025,M,WARM.WTH.123_P7_M,,F7.COOL.WARM_P3_M,,C.W.M.266,,DONE,12,,,,,,,,,,,
mean,12/5/2025,F,F2.HOT.WARM_P1_M,0.0266,WARM.WTH.167_P6_M,,H.W.M.246,,DONE,12,,,5,224,229,,,Y,1B8,1E13,
mean,12/5/2025,F,MEAN.WTH.53_P3_M,0.0122,MEAN.WTH.145_P2_M,,M.M.247,,DONE,12,,,0,10,10,DONE,5387,,,,
mean,12/5/2025,F,HOT.WTH.168_P6_M,0.0231,HOT.WTH.89_P2_M,,H.M.248,,DONE,4,,,1,102,103,DONE,6345,Y,1B2,4A4,
mean,12/5/2025,F,F3.MEAN.HOT_P5_M,0.0239,HOT.WTH.162_P9_M,,H.M.249,,DONE,12,,,1,210,211,N/A - SIENNA FEMALE,2707,Y,1A11,3E13,
mean,12/5/2025,F,F2.WARM.WARM_P1_M,0.0217,WARM.WTH.123_P6_M,,W.W.M.250,,DONE,12,,,0,132,132,N/A,5700,Y,1B5,6A4,
mean,12/5/2025,F,WARM.WTH.26_P1_M,0.0276,WARM.WTH.157_P4_M,,W.M.251,too active impossible picture,74,,,,3,41,44,DONE,2834,Y,1B10,1E4,
mean,12/5/2025,M,WARM.WTH.157_P4_M,,WARM.WTH.26_P1_M,,W.M.251,too active impossible picture,74,,,,,,,,,,,,
mean,12/5/2025,M,F3.MEAN.WARM_P6_M,,WARM.WTH.160_P7_M,,W.M.264,,DONE,12,,,,,,,,,,,
mean,12/5/2025,M,CTRL.WTH.176_P1_M,,CTRL.WTH.49_P7_M,,A.M.395,,DONE,12,,,,,,,,,,,
ambient,12/5/2025,M,WARM.WTH.160_P4_A,,WARM.WTH.130_P7_A,,W.A.252,libby,74,,,,,,,,,,,,
ambient,12/5/2025,F,WARM.WTH.130_P7_A,0.0298,WARM.WTH.160_P4_A,,W.A.252,,DONE,13,,,1,89,90,DONE,4110,Y,4D9,5A5,"1A,1B,2A"
ambient,12/5/2025,F,HOT.WTH.84_P3_A,0.0405,HOT.WTH.23_P3_A,,H.A.253,,DONE,13,,,1,173,174,DONE,7308,Y,4E5,2A4,"1A,1B,2A"
ambient,12/5/2025,F,CTRL.WTH.153_P2_A,0.0261,CTRL.WTH.170_P1_A,,A.A.254,,DONE,4,,,90,0,90,DONE,9928,,,,
ambient,12/5/2025,M,HOT.WTH.170_P1_A,,HOT.WTH.160_P3_A,,H.A.295,,DONE,13,,,,,,,,,,,
ambient,12/5/2025,M,WARM.WTH.139_P5_A,,WARM.WTH.148_P4_A,,W.A.290,,DONE,13,,,,,,,,,,,
ambient,12/5/2025,M,HOT.WTH.167_P1_A,,,HA,,,74,,,,,,,,,,,,
mean,12/7/2025,M,HOT.WTH.155_P9_M,,HOT.WTH.103_P6_M,,H.M.260,,72,,,,,,,,,,,,
mean,12/7/2025,M,WARM.WTH.123_P6_M,,F2.WARM.WARM_P1_M,,W.W.250,too active maybe to retake ,DONE,10,,,,,,,,,,,
mean,12/7/2025,M,HOT.GLF.16_P2_M,,HOT.WTH.106_P3_M,,H.M.339,,DONE,10,,,,,,,,,,,
mean,12/7/2025,M,HOT.WTH.162_P9_M,,F3.MEAN.HOT_P5_M,,H.M.249,,DONE,10,,,,,,,,,,,
mean,12/7/2025,M,WARM.WTH.151_P3_M,,F1.WARM.WARM_P4_M,,W.M.M.166,,DONE,8,,,,,,,,,,,
mean,12/7/2025,F,CTRL.WTH.89_P3_M,0.0252,CTRL.WTH.127_P2_M,,A.M.255,,DONE,10,,,2,6,8,DONE,9274,,,,
mean,12/7/2025,F,HOT.WTH.98_P7_M,0.0332,F3.CTRL.HOT_P9_M,,H.M.256,,DONE,2,,,0,16,16,DONE,4467,,,,
mean,12/7/2025,F,WARM.WTH.148_P5_M,0.0236,WARM.MUN.1_P2_M,,W.M.257,,DONE,2,,,4,228,232,DONE,8376,Y,1A16,2E5,"1A,1B,2A"
mean,12/7/2025,F,MEAN.WTH.70_P1_M,0.0113,MEAN.WTH.162_P5_M,,M.M.258,,DONE,10,,,0,60,60,DONE,5171,Y,1A14,5E10,"1A,1B,2A"
mean,12/7/2025,F,HOT.WTH.168_P5_M,0.0251,F1.HOT.HOT_P4_M,,H.M.259,,DONE,10,,,0,0,0,NO EGGS,6213,,,,
mean,12/7/2025,F,HOT.WTH.103_P6_M,0.0246,HOT.WTH.155_P9_M,,H.M.260,,DONE,10,,,5,21,26,DONE,8384,,,,
mean,12/7/2025,F,WARM.WTH.103_P7_M,0.0275,WARM.WTH.138_P6_M,,W.M.261,,DONE,10,,,39,0,39,DONE,8089,,,,
mean,12/7/2025,F,F6.MEAN.CTRL_P2_M,0.0266,CTRL.WTH.139_P7_M,,M.A.M.262,,DONE,2,,,3,175,178,,,Y,1A5,5C15,
mean,12/7/2025,F,F2.HOT.MEAN_P1_M,0.0092,,HMM,H.M.M.263,,DONE,10,,,4,27,31,,,,,,
mean,12/7/2025,F,WARM.WTH.160_P7_M,0.0196,F3.MEAN.WARM_P6_M,,W.M.264,,72,,,,3,0,3,DONE,7517,,,,
mean,12/7/2025,F,HOT.WTH.114_P10_M,0.0256,F2.HOT.HOT_P3_M,,H.M.265,,DONE,10,,,0,0,0,NO EGGS,,,,,
mean,12/7/2025,F,F7_COOL_WARM_P3_M,0.0225,WARM.WTH.123_P7_M,,C.W.M.266,,DONE,10,,,0,70,70,,,Y,1B16,4E9,
mean,12/7/2025,F,HOT.WTH.102_P4_M,0.0352,HOT.GLF.5_P5_M,,H.M.267,,DONE,2,,,25,36,61,DONE,3162,Y,1A8,1C4,"1A,1B,2A"
mean,12/7/2025,F,F5.CTRL.CTRL_P2_M,0.0326,F2.WARM.CTRL_P4_M,,A.A.M.268,,DONE,10,,,9,73,82,,,Y,1B6,3E14,
mean,12/7/2025,F,CTRL.WTH.70_P5_M,0.0255,CTRL.WTH.138_P4_M,,A.M.269,,DONE,10,,,150,0,152,DONE,26900,,,,
hot,12/7/2025,M,HOT.WTH.74_P7_H,,,HH,,,72,,,dead,,,,,,,,,
hot,12/7/2025,M,HOT.WTH.145_P3_H,,HOT.WTH.154_P7_H,,H.H.398,,DONE,9,,,,,,,,,,,
hot,12/7/2025,M,WARM.WTH.139_P1_H,,WARM.WTH.78_P7_H,,W.H.388,,DONE,9,,,,,,,,,,,
hot,12/7/2025,M,WARM.WTH.53_P3_H,,F2.WARM.WARM_P5_H,,W.W.H.239,,DONE,9,,,,,,,,,,,
hot,12/7/2025,M,CTRL.WTH.155_P2_H,,CTRL.WTH.13_P4_H,,A.H.236,,DONE,9,,,,,,,,,,,
hot,12/7/2025,M,F6.MEAN.CTRL_P1_H,,F1.HOT.CTRL_P2_H,,H.A.H.234,,DONE,9,,,,,,,,,,,
hot,12/7/2025,M,F5.CTRL.HOT_P13_H,,F4.CTRL.HOT.P3_H,,A.H.385,,DONE,9,,,,,,,,,,,
hot,12/7/2025,M,HOT.EDI.12_P1_H,,,HH,,,DONE,9,,dead,,,,,,,,,
hot,12/7/2025,M,F6.MEAN.HOT_P2_H,,,MHH,,,DONE,9,,dead,,,,,,,,,
hot,12/7/2025,M,HOT.WTH.159_P3_H,,HOT.WTH.60_P10_H,,H.H.387,,DONE,9,,,,,,,,,,,
hot,12/7/2025,M,F4.WARM.WARM_P1_H,,,WWH,,dead,72,,,dead,,,,,,,,,
hot,12/7/2025,M,CTRL.WTH.98_P4_H,,CTRL.WTH.123_P4_H,,A.H.200,wing partially closed,DONE,3,,,,,,,,,,,
hot,12/7/2025,M,F5.CTRL.HOT_P4_H,,F3.CTRL.HOT_P11_H,,A.H.H.401,,DONE,9,,,,,,,,,,,
hot,12/7/2025,M,HOT.WTH.153_P3_H,,HOT.WTH.162_P5_H,,H.H.378,,DONE,9,,,,,,,,,,,
hot,12/7/2025,F,CTRL.WTH.164_P8_H,0.0194,,AH,A.H.270,dead ,DONE,9,,dead,,,,,,,,,
hot,12/7/2025,F,MEAN.WTH.96_P1_H,0.0084,MEAN.WTH.118_P3_H,,M.H.271,,DONE,9,,,0,0,0,,,,,,
hot,12/7/2025,F,CTRL.WTH.44_P4_H,0.0277,,AH,A.H.272,,DONE,9,,dead,,,,,,,,,
hot,12/7/2025,F,F1.WARM.WARM_P2_H,0.0322,F7.COOL.WARM_P2_H,,W.W.H.273,,DONE,3,,,1,183,184,,6496,Y,3C6,2C16,
hot,12/7/2025,F,F3.MEAN.CTRL_P3_H,0.0222,,MAH,M.A.H.274,,DONE,9,,dead,,,,,,,,,
hot,12/7/2025,F,WARM.WTH.145_P4_H,0.0308,WARM.WTH.96_P5_H,,W.H.275,,DONE,2,,,0,249,249,DONE,8632,Y,3C2,2E12,
cool,12/7/2025,M,HOT.WTH.162_P7_C,,,HC,,,DONE,9,,,,,,,,,,,
cool,12/7/2025,F,CTRL.BLG.15_P10_C,0.0155,CTRL.WTH.139_P8_C,,A.C.276,,DONE,9,,,8,0,8,DONE,16811,,,,
cool,12/7/2025,F,HOT.WTH.94_P1_C,0.0315,HOT.WTH.96_P9_C,,H.C.277,,DONE,9,,,0,263,263,DONE,8081,Y,3B7,4A6,"1A,1B,2A"
cool,12/7/2025,F,F2.COOL.HOT_P1_C,0.0357,F5.CTRL.HOT_P3_C,,C.H.C.278,,DONE,9,,,25,249,274,,,Y,3B11,4A16,
cool,12/7/2025,F,HOT.WTH.179_P5_C,0.0253,HOT.WTH.159_P5_C,,H.C.279,,DONE,2,,,0,213,213,DONE,2561,Y,3B9,2A14,
cool,12/7/2025,F,WARM.WTH.98_P8_C,0.0176,WARM.WTH.89_P9_C,,W.C.280,,DONE,9,,,80,28,108,DONE,7540,,,,
ambient,12/7/2025,M,HOT.WTH.139_P4_A,,,HA,,,DONE,12,,dead,,,,,,,,,
ambient,12/7/2025,M,F3.CTRL.HOT.2_P2_A,,,AHA,,,DONE,12,,dead,,,,,,,,,
ambient,12/7/2025,M,F7.COOL.WARM_P6_A,,F4.COOL.WARM_P4_A,,C.W.A.282,,DONE,12,,,,,,,,,,,
ambient,12/7/2025,M,CTRL.WTH.154_P3_A,,CTRL.GLF.5_P6_A,,A.A.289,,DONE,12,,,,,,,,,,,
ambient,12/7/2025,M,WARM.WTH.142_P3_A,,WARM.WTH.161_P3_A,,W.A.283,libby,72,,,,,,,,,,,,
ambient,12/7/2025,F,F1.HOT.WARM_P7_A,0.0233,F5.CTRL.WARM_P7_A,HWA,H.W.A.281,libby,DONE,12,,,174,0,174,,,,,,
ambient,12/7/2025,F,F4.COOL.WARM_P4_A,0.0215,F7.COOL.WARM_P6_A,,C.W.A.282,,DONE,12,,,0,49,49,,,Y,4D10,5A10,
ambient,12/7/2025,F,WARM.WTH.161_P3_A,0.0127,WARM.WTH.142_P3_A,,W.A.283,,DONE,12,,,0,0,0,NO EGGS,,,,,
ambient,12/7/2025,F,WARM.WTH.103_P4_A,0.0338,WARM.WTH.159_P3,,W.A.284,,DONE,12,,,0,22,22,DONE,4813,,,,
ambient,12/7/2025,F,MEAN.WTH.155_P2_A,0.0072,,MA,M.A.285,,DONE,12,,dead,,,,,,,,,
ambient,12/7/2025,F,HOT.WTH.155_P6_A,0.0224,HOT.WTH.98_P2_A,,H.A.286,,DONE,12,,,0,201,201,DONE,5051,Y,5A5,3C3,
ambient,12/7/2025,F,WARM.WTH.121_P6_A,0.024,WARM.WTH.168_P1_A,,W.A.287,,DONE,12,,,0,182,182,DONE,9175,Y,5A6,4E2,
ambient,12/7/2025,F,HOT.GLF.16_P5_A,0.0207,HOT.WTH.111_P2_A,,H.A.288,,DONE,2,,,0,132,132,DONE,6566,Y,5A4,4A3,
ambient,12/7/2025,F,CTRL.GLF.5_P6_A,0.0265,CTRL.WTH.154_P3_A,,A.A.289,,DONE,12,,,0,218,218,DONE,2361,Y,5A11,2C7,
ambient,12/7/2025,F,WARM.WTH.148_P4_A,0.0299,WARM.WTH.139_P5_A,,W.A.290,,DONE,12,,,3,230,233,DONE,3153,Y,4D11,2C1,
ambient,12/7/2025,F,WARM.WTH.170_P8_A,0.0171,,WA,A.A.291,,DONE,12,,dead,,,,,,,,,
ambient,12/7/2025,F,MEAN.WTH.130_P1_A,0.0201,,MA,M.A.292,,DONE,12,,,,,,,,,,,
ambient,12/7/2025,F,WARM.WTH.70_P4_A,0.0177,WARM.GLF.5_P2_A,,W.A.293,,DONE,12,,,0,100,100,DONE,4958,Y,4e12,4C15,
ambient,12/7/2025,F,MEAN.WTH.38_P1_A,0.0153,,MA,M.A.294,,DONE,12,,dead,,,,,,,,,
ambient,12/7/2025,F,HOT.WTH.160_P3_A,0.028,HOT.WTH.170_P1_A,,H.A.295,,DONE,12,,,0,53,53,DONE,7154,Y,4E6,2A15,
ambient,12/7/2025,F,WARM.BLG.15_P6_A,0.0178,,WA,W.A.296,,DONE,12,,dead,,,,,,,,,
ambient,12/7/2025,F,CTRL.WTH.179_P2_A,0.0328,CTRL.WTH.15_P4_A,,A.A.297,,DONE,12,,,8,119,127,DONE,5720,Y,5C1,1C8,
ambient,12/7/2025,F,WARM.MCH.7_P1_A,0.0306,,WA,W.A.298,,DONE,12,,dead,,,,,,,,,
warm,12/7/2025,M,WARM.WTH.148_P3_W,,WARM.WTH.104_P2_W,,W.W.317,wing partially closed,DONE,10,,,,,,,,,,,
warm,12/7/2025,M,WARM.WTH.155_P2_W,,WARM.ETH.111_P5_W,,W.W.316,,DONE,10,,,,,,,,,,,
warm,12/7/2025,M,F2.HOT.WARM_P4_W,,F3.MEAN.WARM_P7_W,,M.W.W.217,,DONE,3,,,,,,,,,,,
warm,12/7/2025,M,CTRL.WTH.146_P3_W,,CTRL.WTH.153_P1_W,,A.W.228,,DONE,3,,,,,,,,,,,
warm,12/7/2025,M,WARM.WTH.146_P3_W,,F2.WARM.WARM_P2_W,,W.W.226,,DONE,3,,,,,,,,,,,
warm,12/7/2025,M,WARM.WTH.38_P3_W,,WARM.WTH.117_P4_W,,W.W.230,,DONE,3,,,,,,,,,,,
warm,12/7/2025,M,WARM.WTH.102_P5_W,,WARM.WTH.123_P5_W,,W.W.302,,DONE,10,,,,,,,,,,,
warm,12/7/2025,M,WARM.WTH.152_P1_W,,WARM.WTH.170_P2_W,,W.W.229,,DONE,3,,,,,,,,,,,
warm,12/7/2025,M,WARM.WTH.118_P2_W,,WARM.WTH.26_P3_W,,W.W.312,,DONE,10,,,,,,,,,,,
warm,12/7/2025,M,F1.COOL.COOL_P2_W,,,CCW,,,DONE,10,,dead,,,,,,,,,
warm,12/7/2025,M,HOT.WTH.161_P2_W,,F2.HOT.HOT_P1_W,,H.H.W.216,,DONE,3,,,,,,,,,,,
warm,12/7/2025,F,WARM.WTH.154_P2_W,0.0138,F7.COOL.WARM_P5_W,,W.W.299,,DONE,3,,,0,68,68,DONE,1385,Y,4B15,2A12,
warm,12/7/2025,M,F5.CTRL.MEAN_P2_W,,MEAN.WTH.25_P1_W,,M.W.218,,DONE,3,,,,,,,,,,,
warm,12/7/2025,F,HOT.WTH.148_P5_W,0.0149,HOT.WTH.159_P2_W,,H.W.301,,DONE,3,,,5,245,250,DONE,9332,Y,4B11,3A7,
warm,12/7/2025,F,WARM.WTH.123_P5_W,0.0287,WARM.WTH.102_P5_W,,W.W.302,,DONE,10,,,0,10,10,DONE,1030,,,,
warm,12/7/2025,F,MEAN.WTH.153_P1_W,0.0282,MEAN.WTH.64_P2_W,,M.W.300,,DONE,10,,,1,71,72,DONE,5189,Y,4B2,3C11,
cool,12/9/2025,F,HOT.WTH.84_P4_C,0.0338,HOT.WTH.139_P7_C,,H.C.303,,DONE,0,,,205,0,205,DONE,4785,,,,
cool,12/9/2025,F,HOT.WTH.161_P4_C,0.0269,HOT.WTH.162_P7_C,,H.C.304,,DONE,8,,,18,0,18,DONE,8587,,,,
cool,12/9/2025,F,CTRL.WTH.117_P1_C,0.0264,,AC,H.C.305,,DONE,8,,dead,,,,,,,,,
cool,12/9/2025,M,WARM.WTH.96_P4_C,,WARM.WTH.148_P2_C,,W.C.348,,DONE,8,,,,,,,,,,,
cool,12/9/2025,M,WARM.WTH.25_P9_C,,WARM.WTH.164_P1_C,,W.C.426,,DONE,8,,,,,,,,,,,
warm,12/9/2025,F,WARM.WTH.43_P3_W,0.0271,WARM.WTH.47_P1_W,,W.W.308,,DONE,8,,,11,39,50,DONE,9369,Y,4B12,4A8,
warm,12/9/2025,F,F1.WARM.MEAN_P2_W,0.014,,WAW,W.A.W.309,,DONE,8,,dead,,,,,,,,,
warm,12/9/2025,F,HOT.WTH.22_P5_W,0.0295,HOT.WTH.13_P2_W,,H.W.310,,DONE,1,,,0,64,64,DONE,6531,Y,4B7,4C8,
warm,12/9/2025,F,CTRL.WTH.64_P6_W,0.0338,CTRL.WTH.162_P1_W,,A.W.311,,DONE,8,,,0,36,36,DONE,5619,Y,4B3,5A15,
warm,12/9/2025,F,WARM.WTH.26_P3_W,0.0208,WARM.WTH.118_P2_W,,W.W.312,,DONE,8,,,0,134,134,DONE,6697,Y,4B6,3A16,
warm,12/9/2025,F,HOT.WTH.64_P1_W,0.0264,HOT.WTH.121_P8_W,,H.W.313,,70,,,,9,130,139,DONE,1203,Y,4A7,5E9,
warm,12/9/2025,F,CTRL.WTH.94_P1_W,0.0287,F4.CTRL.CTRL_P3_W,,A.W.314,,DONE,1,,,2,259,261,DONE,4246,Y,4C5,4C5,
warm,12/9/2025,F,HOT.WTH.74_P8_W,0.0316,HOT.WTH.117_P4_W,,H.W.315,,DONE,8,,,3,150,153,DONE,3420,Y,4A3,3E2,
warm,12/9/2025,F,WARM.WTH.111_P5_W,0.025,WARM.WTH.155_P2_W,,W.W.316,,DONE,8,,,0,178,178,DONE,9855,Y,4C1,4C11,
warm,12/9/2025,F,WARM.WTH.104_P2_W,0.0279,WARM.WTH.148_P3_W,,W.W.317,,DONE,8,,,2,204,206,DONE,8631,Y,4A6,4C10,
mean,12/9/2025,F,HOT.WTH.145_P6_M,0.028,HOT.WTH.179_P4_M,,H.M.318,,DONE,8,,,9,210,219,DONE,3431,Y,1C1,4E10,
mean ,12/9/2025,F,WARM.WTH.155_P4_M ,0.0255,,WM ,W.M.319,,DONE,8,,dead,,,,,,,,,
mean ,12/9/2025,F,WARM.WTH.153_P4_M,0.0194,,WM,W.M.320,,DONE,8,,dead,,,,,,,,,
mean,12/9/2025,F,CTRL.WTH.167_P1_M ,0.0307,CTRL.WTH.123_P2_M,,A.M.321,,DONE,8,,,27,246,273,DONE,6241,Y,1C3,1A6,
ambient,12/9/2025,F,CTRL.WTH.102_P2_M ,0.033,CTRL.WTH.121_P7_M,,A.M.322,,DONE,8,,,4,38,42,DONE,62412,Y,,,
mean ,12/9/2025,M,F1.CTRL.MEAN_P4_M ,,F2.HOT.MEAN_P1_M,,H.M.M.263,,DONE,8,,,,,,,,,,,
hot,12/9/2025,F,WARM.WTH.50_P5_H,0.0285,WARM.WTH.33_P5_H,,W.H.323,,DONE,7,,,1,107,108,DONE,8566,Y,3D1,3A6,
hot,12/9/2025,F,CTRL.WTH.161_P5_H,0.0269,,AH,A.H.324,,DONE,7,,dead,,,,,,,,,
hot,12/9/2025,F,WARM.WTH.22_P7_H,0.0322,WARM.WTH.26_P5_H,,W.H.325,,DONE,1,,,0,41,41,DONE,3362,Y,3D5,2E8,
hot,12/9/2025,F,HOT.WTH.138_P1_H,0.03,HOT.WTH.41_P8_H,,H.H.326,,DONE,7,,,2,28,30,DONE,1258,,,,
hot,12/9/2025,F,MEAN.WTH.23_P2_H,0.0221,MEAN.WTH.103_P2,,M.H.327,,DONE,7,,,4,149,153,DONE,6984,Y,1D6,3E1,
hot,12/9/2025,F,CTRL.WTH.43_P1_H,0.0385,CTRL.WTH.160_P4_H,,A.H.328,,DONE,7,,,4,273,277,DONE,6408,Y,2B2,4A13,
hot,12/9/2025,F,CTRL.WTH.138_P2_H,0.0241,,AH,A.H.329,,DONE,7,,dead,,,,,,,,,
hot,12/9/2025,F,WARM.WTH.39_P1_H,0.0319,WARM.WTH.43_P9_H,,W.H.330,,DONE,7,,,3,338,341,DONE,8215,Y,3D11,3A3,
hot,12/9/2025,F,CTRL.WTH.53_P3_H,0.0328,CTRL.WTH.179_P4_H,,A.H.331,,DONE,7,,,1,196,197,DONE,2324,Y,3D3,3A14,
hot,12/9/2025,M,WARM.WTH.123_P4_H,,WARM.WTH.130_P1_H,,W.H.384,,DONE,7,,,,,,,,,,,
hot,12/9/2025,M,WARM.WTH.159_P4_H,,WARM.WTH.164_P7_H,,W.H.354,,DONE,7,,,,,,,,,,,
hot,12/9/2025,M,CTRL.WTH.102_P1_H,,CTRL.WTH.43_P1_H,,A.H.240,,DONE,7,,,,,,,,,,,
hot,12/9/2025,M,HOT.GLF.5_P6_H,,,HH,,,70,,,dead,,,,,,,,,
hot,12/9/2025,M,CTRL.WTH.123_P4_H,,CTRL.WTH.39_P3,,A.M.233,,DONE,7,,,,,,,,,,,
hot,12/9/2025,M,MEAN.WTH.103_P2_H,,MEAN.WTH.23_P2_H,,M.H.327,,DONE,7,,,,,,,,,,,
hot,12/9/2025,M,CTRL.BLG.15_P2_H,,MEAN.MUN.1_P2_H,,M.H.350,,DONE,7,,,,,,,,,,,
hot,12/9/2025,M,WARM.WTH.117_P1_H,,WARM.WTH.130_P4_H,,W.H.353,,DONE,7,,,,,,,,,,,
hot,12/9/2025,M,COOL.WTH.157_P2_H,,COOL.WTH.98_P3_H,,C.H.446,,DONE,7,,dead,,,,,,,,,
hot,12/9/2025,M,HOT.WTH.150_P1_H,,HOT.WTH.152_P4_H,,H.H.399,,DONE,7,,,,,,,,,,,
hot,12/9/2025,M,WARM.WTH.70_P3_H,,F1.COOL.WARM_P10_H,,C.W.H.355,,DONE,7,,,,,,,,,,,
ambient ,12/9/2025,F,CTRL.WTH.49_P4_A,0.0291,,AA,A.A.332,,DONE,10,,,,,,,,,,,
ambient ,12/9/2025,M,WARM.GLF.5_P2_A,,WARM.WTH.70_P4_A,,W.A.293,,DONE,10,,,,,,,,,,,
ambient ,12/9/2025,M,MEAN.WTH.160_P1_A,,MEAN.WTH.111_P1,,M.A.183,,DONE,10,,,,,,,,,,,
ambient ,12/9/2025,M,WARM.WTH.168_P1_A,,WARM.WTH.121_P6_A,,W.A.287,,DONE,10,,,,,,,,,,,
ambient ,12/9/2025,M,WARM.WTH.159_P3_A,,WARM.WTH.103_P4_A,,W.A.284,,DONE,10,,,,,,,,,,,
ambient ,12/9/2025,M,MEAN.WTH.179_P1_A,,MEAN.WTH.164_P2_A,,M.A.133,,DONE,13,,,,,,,,,,,
ambient ,12/9/2025,M,MEAN.WTH.168_P4_A,,MEAN.WTH.98_P1_A,,M.A.170,,DONE,6,,,,,,,,,,,
ambient ,12/11/2025,F,CTRL.WTH.29_P4_A,0.0265,,AA,A.A.333,,DONE,8,,dead,,,,,,,,,
ambient ,12/11/2025,F,MEAN.WTH.162_P1_A,0.0076,,MA,M.A.334,,DONE,8,,dead,,,,,,,,,
ambient ,12/11/2025,M,HOT.WTH.123_P5_A,,,HA,,,DONE,8,,,,,,,,,,,
mean,12/11/2025,M,WARM.WTH.167_P6_M,,F2.HOT.WARM_P1_M,,H.W.M.246,,DONE,6,,,,,,,,,,,
mean,12/11/2025,M,MEAN.WTH.162_P5_M,,MEAN.WTH.70_P1_M,,M.M.258,,DONE,6,,,,,,,,,,,
mean,12/11/2025,M,HOT.WTH.179_P4_M,,HOT.WTH.145_P6_M,,H.M.318,,DONE,6,,,,,,,,,,,
